0,字,한글,隋語拼音,聲母,開合,等呼,韻母,聲調
23349,𦒧,,qhruak,曉,合,二,庚,入
23350,湱,,qhruak,曉,合,二,庚,入
23351,硅,규,qhruak,曉,合,二,庚,入
23352,𢝇,,qhruak,曉,合,二,庚,入
23353,宅,댁,drak,澄,開,二,庚,入
23354,㡯,,drak,澄,開,二,庚,入
23355,擇,택,drak,澄,開,二,庚,入
23356,澤,택,drak,澄,開,二,庚,入
23357,𪀥,,drak,澄,開,二,庚,入
23358,翟,적,drak,澄,開,二,庚,入
23359,䕪,,drak,澄,開,二,庚,入
23360,檡,,drak,澄,開,二,庚,入
23361,鸅,,drak,澄,開,二,庚,入
23362,𩏪,,drak,澄,開,二,庚,入
23363,蠌,,drak,澄,開,二,庚,入
23364,襗,,drak,澄,開,二,庚,入
23365,𤂥,,drak,澄,開,二,庚,入
23366,虢,,kruak,見,合,二,庚,入
23367,𢼛,,kruak,見,合,二,庚,入
23368,㶁,,kruak,見,合,二,庚,入
23369,𧭣,,kruak,見,合,二,庚,入
23370,唬,호,kruak,見,合,二,庚,入
23371,擭,화,qryek,影,合,三,庚,入
23372,濩,호,qryek,影,合,三,庚,入
23373,彠,,qryek,影,合,三,庚,入
23374,䪝,,qryek,影,合,三,庚,入
23375,㠛,,qryek,影,合,三,庚,入
23376,蹃,,nruak,娘,合,二,庚,入
23377,搦,,nruak,娘,合,二,庚,入
23378,𧍕,,khruak,溪,合,二,庚,入
23379,𠠎,,khruak,溪,合,二,庚,入
23380,欂,박,briek,並,開,三,庚,入
23381,𣝍,,briek,並,開,三,庚,入
23382,麥,맥,mrek,明,開,二,耕,入
23383,𧖴,,mrek,明,開,二,耕,入
23384,脈,맥,mrek,明,開,二,耕,入
23385,脉,맥,mrek,明,開,二,耕,入
23386,衇,,mrek,明,開,二,耕,入
23387,霢,,mrek,明,開,二,耕,入
23388,眽,,mrek,明,開,二,耕,入
23389,覛,,mrek,明,開,二,耕,入
23390,𧡒,,mrek,明,開,二,耕,入
23391,獲,획,xruek,匣,合,二,耕,入
23392,畫,화,xruek,匣,合,二,耕,入
23393,嫿,,xruek,匣,合,二,耕,入
23394,劃,획,xruek,匣,合,二,耕,入
23395,鱯,,xruek,匣,合,二,耕,入
23396,彠,,xruek,匣,合,二,耕,入
23397,㗲,,xruek,匣,合,二,耕,入
23398,咟,,xruek,匣,合,二,耕,入
23399,蟈,,kruek,見,合,二,耕,入
23400,馘,괵,kruek,見,合,二,耕,入
23401,聝,,kruek,見,合,二,耕,入
23402,幗,,kruek,見,合,二,耕,入
23403,膕,,kruek,見,合,二,耕,入
23404,𩪐,,kruek,見,合,二,耕,入
23405,埻,준,kruek,見,合,二,耕,入
23406,摑,,kruek,見,合,二,耕,入
23407,漍,,kruek,見,合,二,耕,入
23408,𢹖,,kruek,見,合,二,耕,入
23409,䂸,,kruek,見,合,二,耕,入
23410,慖,,kruek,見,合,二,耕,入
23411,嘓,괵,kruek,見,合,二,耕,入
23412,䬎,,kruek,見,合,二,耕,入
23413,讗,,kruek,見,合,二,耕,入
23414,𧖻,,kruek,見,合,二,耕,入
23415,檗,벽,prek,幫,開,二,耕,入
23416,擘,벽,prek,幫,開,二,耕,入
23417,薜,벽,prek,幫,開,二,耕,入
23418,𤖟,,prek,幫,開,二,耕,入
23419,糪,,prek,幫,開,二,耕,入
23420,䌟,,brek,並,開,二,耕,入
23421,繴,,brek,並,開,二,耕,入
23422,𦌠,,brek,並,開,二,耕,入
23423,欂,박,brek,並,開,二,耕,入
23424,賾,색,dzrek,崇,開,二,耕,入
23425,鰿,,dzrek,崇,開,二,耕,入
23426,葃,,dzrek,崇,開,二,耕,入
23427,㣱,,dzrek,崇,開,二,耕,入
23428,矠,,dzrek,崇,開,二,耕,入
23429,耫,,dzrek,崇,開,二,耕,入
23430,嘖,책,dzrek,崇,開,二,耕,入
23431,責,책,crek,莊,開,二,耕,入
23432,𩔳,,crek,莊,開,二,耕,入
23433,簀,책,crek,莊,開,二,耕,入
23434,幘,책,crek,莊,開,二,耕,入
23435,嘖,책,crek,莊,開,二,耕,入
23436,謮,,crek,莊,開,二,耕,入
23437,債,채,crek,莊,開,二,耕,入
23438,𧐐,,crek,莊,開,二,耕,入
23439,𦟜,,crek,莊,開,二,耕,入
23440,嫧,,crek,莊,開,二,耕,入
23441,咋,사,crek,莊,開,二,耕,入
23442,䞰,,dzruek,崇,合,二,耕,入
23443,䟄,,dzruek,崇,合,二,耕,入
23444,策,책,chrek,初,開,二,耕,入
23445,冊,책,chrek,初,開,二,耕,入
23446,笧,책,chrek,初,開,二,耕,入
23447,嫧,,chrek,初,開,二,耕,入
23448,䶦,,chrek,初,開,二,耕,入
23449,筴,,chrek,初,開,二,耕,入
23450,𣆩,,chrek,初,開,二,耕,入
23451,矠,,chrek,初,開,二,耕,入
23452,憡,,chrek,初,開,二,耕,入
23453,皟,,chrek,初,開,二,耕,入
23454,㥽,,chrek,初,開,二,耕,入
23455,𧶷,,chrek,初,開,二,耕,入
23456,拺,,chrek,初,開,二,耕,入
23457,柵,책,chrek,初,開,二,耕,入
23458,礊,,khrek,溪,開,二,耕,入
23459,𩱝,,khrek,溪,開,二,耕,入
23460,䙐,,khrek,溪,開,二,耕,入
23461,緙,,khrek,溪,開,二,耕,入
23462,罊,,khrek,溪,開,二,耕,入
23463,諽,,khrek,溪,開,二,耕,入
23464,剨,괵,qhruek,曉,合,二,耕,入
23465,繣,,qhruek,曉,合,二,耕,入
23466,𦑌,,qhruek,曉,合,二,耕,入
23467,㦎,,qhruek,曉,合,二,耕,入
23468,劃,획,qhruek,曉,合,二,耕,入
23469,捇,,qhruek,曉,合,二,耕,入
23470,掝,,qhruek,曉,合,二,耕,入
23471,㖪,,qhruek,曉,合,二,耕,入
23472,礊,,qhruek,曉,合,二,耕,入
23473,䐸,,qhruek,曉,合,二,耕,入
23474,焃,,qhruek,曉,合,二,耕,入
23475,㩇,,qhruek,曉,合,二,耕,入
23476,𢄶,,qhruek,曉,合,二,耕,入
23477,𨐶,,qhruek,曉,合,二,耕,入
23478,𥊮,,qhruek,曉,合,二,耕,入
23479,湱,,qhruek,曉,合,二,耕,入
23480,𤷇,,qhruek,曉,合,二,耕,入
23481,䦝,,qhruek,曉,合,二,耕,入
23482,𤁹,,qhruek,曉,合,二,耕,入
23483,䬉,,qhruek,曉,合,二,耕,入
23484,𠜻,,qhruek,曉,合,二,耕,入
23485,覈,핵,xrek,匣,開,二,耕,入
23486,繳,,xrek,匣,開,二,耕,入
23487,䃒,,xrek,匣,開,二,耕,入
23488,翮,핵,xrek,匣,開,二,耕,入
23489,㮝,,xrek,匣,開,二,耕,入
23490,核,핵,xrek,匣,開,二,耕,入
23491,𤈧,,xrek,匣,開,二,耕,入
23492,滆,,xrek,匣,開,二,耕,入
23493,蒚,,xrek,匣,開,二,耕,入
23494,隔,격,krek,見,開,二,耕,入
23495,膈,격,krek,見,開,二,耕,入
23496,搹,,krek,見,開,二,耕,入
23497,鬲,격,krek,見,開,二,耕,入
23498,槅,,krek,見,開,二,耕,入
23499,革,혁,krek,見,開,二,耕,入
23500,𥴩,,krek,見,開,二,耕,入
23501,𢡍,,krek,見,開,二,耕,入
23502,諽,,krek,見,開,二,耕,入
23503,䪂,,krek,見,開,二,耕,入
23504,𧈑,,krek,見,開,二,耕,入
23505,䨣,,krek,見,開,二,耕,入
23506,𥉅,,krek,見,開,二,耕,入
23507,𦑜,,krek,見,開,二,耕,入
23508,𩹺,,krek,見,開,二,耕,入
23509,嗝,격,krek,見,開,二,耕,入
23510,摘,적,trek,知,開,二,耕,入
23511,謫,적,trek,知,開,二,耕,入
23512,讁,,trek,知,開,二,耕,入
23513,𤟍,,trek,知,開,二,耕,入
23514,棏,,trek,知,開,二,耕,入
23515,𡇠,,trek,知,開,二,耕,入
23516,䊞,,trek,知,開,二,耕,入
23517,厇,책,trek,知,開,二,耕,入
23518,矺,탁,trek,知,開,二,耕,入
23519,戹,액,qrek,影,開,二,耕,入
23520,厄,액,qrek,影,開,二,耕,入
23521,搤,액,qrek,影,開,二,耕,入
23522,㧖,,qrek,影,開,二,耕,入
23523,軶,,qrek,影,開,二,耕,入
23524,阸,,qrek,影,開,二,耕,入
23525,豟,,qrek,影,開,二,耕,入
23526,呝,액,qrek,影,開,二,耕,入
23527,𪕶,,qrek,影,開,二,耕,入
23528,貖,,qrek,影,開,二,耕,入
23529,蚅,,qrek,影,開,二,耕,入
23530,𩚬,,qrek,影,開,二,耕,入
23531,啞,아,qrek,影,開,二,耕,入
23532,𧠞,,qrek,影,開,二,耕,入
23533,栜,,srek,生,開,二,耕,入
23534,𣽤,,srek,生,開,二,耕,入
23535,㾊,,srek,生,開,二,耕,入
23536,䨛,,srek,生,開,二,耕,入
23537,摵,,srek,生,開,二,耕,入
23538,愬,소,srek,生,開,二,耕,入
23539,擌,,srek,生,開,二,耕,入
23540,拺,,srek,生,開,二,耕,入
23541,𡩡,,srek,生,開,二,耕,入
23542,索,색,srek,生,開,二,耕,入
23543,溹,,srek,生,開,二,耕,入
23544,䪂,,srek,生,開,二,耕,入
23545,虩,,srek,生,開,二,耕,入
23546,㳻,,srek,生,開,二,耕,入
23547,𢶉,,phrek,滂,開,二,耕,入
23548,糪,,phrek,滂,開,二,耕,入
23549,虉,,ŋrek,疑,開,二,耕,入
23550,鳽,,ŋrek,疑,開,二,耕,入
23551,䩹,,ŋrek,疑,開,二,耕,入
23552,㣂,,ŋrek,疑,開,二,耕,入
23553,礐,,l*rek,來,開,二,耕,入
23554,𥖪,,l*rek,來,開,二,耕,入
23555,㩇,,cruek,莊,合,二,耕,入
23556,𢷾,,sruek,生,合,二,耕,入
23557,𧾛,,g*ruek,群,合,二,耕,入
23558,疒,,nrek,娘,開,二,耕,入
23559,䭆,,nrek,娘,開,二,耕,入
23560,眲,,nrek,娘,開,二,耕,入
23561,昔,석,siek,心,開,三,清,入
23562,𦠡,,siek,心,開,三,清,入
23563,腊,석,siek,心,開,三,清,入
23564,惜,석,siek,心,開,三,清,入
23565,潟,석,siek,心,開,三,清,入
23566,磶,,siek,心,開,三,清,入
23567,舄,석,siek,心,開,三,清,入
23568,𩍆,,siek,心,開,三,清,入
23569,蕮,,siek,心,開,三,清,入
23570,鬄,,siek,心,開,三,清,入
23571,䯜,,siek,心,開,三,清,入
23572,𩾼,,siek,心,開,三,清,入
23573,焟,,siek,心,開,三,清,入
23574,棤,,siek,心,開,三,清,入
23575,積,적,ciek,精,開,三,清,入
23576,脊,척,ciek,精,開,三,清,入
23577,蹐,,ciek,精,開,三,清,入
23578,借,차,ciek,精,開,三,清,入
23579,迹,적,ciek,精,開,三,清,入
23580,跡,적,ciek,精,開,三,清,入
23581,速,속,ciek,精,開,三,清,入
23582,踖,,ciek,精,開,三,清,入
23583,𪃹,,ciek,精,開,三,清,入
23584,鰿,,ciek,精,開,三,清,入
23585,𧐐,,ciek,精,開,三,清,入
23586,𩺀,,ciek,精,開,三,清,入
23587,鯽,즉,ciek,精,開,三,清,入
23588,蹟,적,ciek,精,開,三,清,入
23589,𤁢,,ciek,精,開,三,清,入
23590,襀,,ciek,精,開,三,清,入
23591,䃊,,ciek,精,開,三,清,入
23592,庴,,ciek,精,開,三,清,入
23593,益,익,qiek,影,開,三,清,入
23594,謚,익,qiek,影,開,三,清,入
23595,嗌,이,qiek,影,開,三,清,入
23596,𨜶,,qiek,影,開,三,清,入
23597,齸,,qiek,影,開,三,清,入
23598,膉,,qiek,影,開,三,清,入
23599,𦶩,,qiek,影,開,三,清,入
23600,𪕶,,qiek,影,開,三,清,入
23601,繹,역,jiek,以,開,三,清,入
23602,睪,,jiek,以,開,三,清,入
23603,亦,역,jiek,以,開,三,清,入
23604,弈,혁,jiek,以,開,三,清,入
23605,奕,혁,jiek,以,開,三,清,入
23606,帟,,jiek,以,開,三,清,入
23607,譯,역,jiek,以,開,三,清,入
23608,懌,역,jiek,以,開,三,清,入
23609,斁,두,jiek,以,開,三,清,入
23610,驛,역,jiek,以,開,三,清,入
23611,嶧,역,jiek,以,開,三,清,入
23612,醳,,jiek,以,開,三,清,入
23613,腋,액,jiek,以,開,三,清,入
23614,掖,액,jiek,以,開,三,清,入
23615,䘸,,jiek,以,開,三,清,入
23616,易,역,jiek,以,開,三,清,入
23617,液,액,jiek,以,開,三,清,入
23618,痬,,jiek,以,開,三,清,入
23619,蜴,척,jiek,以,開,三,清,入
23620,埸,,jiek,以,開,三,清,入
23621,圛,역,jiek,以,開,三,清,入
23622,襗,,jiek,以,開,三,清,入
23623,射,사,jiek,以,開,三,清,入
23624,墿,,jiek,以,開,三,清,入
23625,焲,,jiek,以,開,三,清,入
23626,𥜃,,jiek,以,開,三,清,入
23627,㴒,,jiek,以,開,三,清,入
23628,燡,,jiek,以,開,三,清,入
23629,𦔥,,jiek,以,開,三,清,入
23630,𡱿,,jiek,以,開,三,清,入
23631,㘁,,jiek,以,開,三,清,入
23632,𤑹,,jiek,以,開,三,清,入
23633,𠓋,,jiek,以,開,三,清,入
23634,釋,석,shiek,書,開,三,清,入
23635,𥼶,,shiek,書,開,三,清,入
23636,檡,,shiek,書,開,三,清,入
23637,適,적,shiek,書,開,三,清,入
23638,奭,석,shiek,書,開,三,清,入
23639,郝,학,shiek,書,開,三,清,入
23640,睗,,shiek,書,開,三,清,入
23641,晹,,shiek,書,開,三,清,入
23642,𡣪,,shiek,書,開,三,清,入
23643,𦔥,,shiek,書,開,三,清,入
23644,螫,,shiek,書,開,三,清,入
23645,𩮜,,shiek,書,開,三,清,入
23646,㚒,,shiek,書,開,三,清,入
23647,冟,석,shiek,書,開,三,清,入
23648,䁺,,shiek,書,開,三,清,入
23649,襫,,shiek,書,開,三,清,入
23650,尺,척,thiek,昌,開,三,清,入
23651,赤,적,thiek,昌,開,三,清,入
23652,烾,,thiek,昌,開,三,清,入
23653,蚇,,thiek,昌,開,三,清,入
23654,㡿,,thiek,昌,開,三,清,入
23655,斥,척,thiek,昌,開,三,清,入
23656,㚖,,thiek,昌,開,三,清,入
23657,郝,학,thiek,昌,開,三,清,入
23658,滷,로,thiek,昌,開,三,清,入
23659,𠧚,,thiek,昌,開,三,清,入
23660,𠧵,,thiek,昌,開,三,清,入
23661,石,석,diek,常,開,三,清,入
23662,碩,석,diek,常,開,三,清,入
23663,祏,,diek,常,開,三,清,入
23664,鉐,석,diek,常,開,三,清,入
23665,䄷,,diek,常,開,三,清,入
23666,鼫,석,diek,常,開,三,清,入
23667,䲽,,diek,常,開,三,清,入
23668,隻,척,tiek,章,開,三,清,入
23669,適,적,tiek,章,開,三,清,入
23670,炙,자,tiek,章,開,三,清,入
23671,墌,,tiek,章,開,三,清,入
23672,摭,척,tiek,章,開,三,清,入
23673,拓,척,tiek,章,開,三,清,入
23674,蹠,척,tiek,章,開,三,清,入
23675,跖,척,tiek,章,開,三,清,入
23676,䗪,,tiek,章,開,三,清,入
23677,𩀝,,tiek,章,開,三,清,入
23678,䞠,,tiek,章,開,三,清,入
23679,𠪮,,tiek,章,開,三,清,入
23680,䘸,,tiek,章,開,三,清,入
23681,擲,척,driek,澄,開,三,清,入
23682,擿,,driek,澄,開,三,清,入
23683,䵂,,driek,澄,開,三,清,入
23684,躑,척,driek,澄,開,三,清,入
23685,蹢,,driek,澄,開,三,清,入
23686,𧓸,,driek,澄,開,三,清,入
23687,潪,,driek,澄,開,三,清,入
23688,皵,,chiek,清,開,三,清,入
23689,磧,적,chiek,清,開,三,清,入
23690,刺,자,chiek,清,開,三,清,入
23691,𧻕,,chiek,清,開,三,清,入
23692,洓,,chiek,清,開,三,清,入
23693,䟄,,chiek,清,開,三,清,入
23694,𧙞,,chiek,清,開,三,清,入
23695,嫧,,chiek,清,開,三,清,入
23696,席,석,ziek,邪,開,三,清,入
23697,夕,석,ziek,邪,開,三,清,入
23698,穸,,ziek,邪,開,三,清,入
23699,汐,석,ziek,邪,開,三,清,入
23700,𨛳,,ziek,邪,開,三,清,入
23701,蓆,석,ziek,邪,開,三,清,入
23702,籍,적,dziek,從,開,三,清,入
23703,踖,,dziek,從,開,三,清,入
23704,𨆮,,dziek,從,開,三,清,入
23705,藉,자,dziek,從,開,三,清,入
23706,耤,,dziek,從,開,三,清,入
23707,塉,척,dziek,從,開,三,清,入
23708,瘠,척,dziek,從,開,三,清,入
23709,庴,,dziek,從,開,三,清,入
23710,猎,,dziek,從,開,三,清,入
23711,葃,,dziek,從,開,三,清,入
23712,膌,,dziek,從,開,三,清,入
23713,䣢,,dziek,從,開,三,清,入
23714,簎,,dziek,從,開,三,清,入
23715,擗,벽,biek,並,開,三,清,入
23716,椑,비,biek,並,開,三,清,入
23717,躃,,biek,並,開,三,清,入
23718,闢,벽,biek,並,開,三,清,入
23719,辟,피,biek,並,開,三,清,入
23720,㱸,,biek,並,開,三,清,入
23721,𩪧,,biek,並,開,三,清,入
23722,萆,비,biek,並,開,三,清,入
23723,𣮐,,biek,並,開,三,清,入
23724,役,역,jyek,以,合,三,清,入
23725,䓈,,jyek,以,合,三,清,入
23726,疫,역,jyek,以,合,三,清,入
23727,𩷍,,jyek,以,合,三,清,入
23728,坄,,jyek,以,合,三,清,入
23729,垼,,jyek,以,合,三,清,入
23730,炈,,jyek,以,合,三,清,入
23731,𪁛,,jyek,以,合,三,清,入
23732,鈠,,jyek,以,合,三,清,入
23733,𩂹,,jyek,以,合,三,清,入
23734,豛,,jyek,以,合,三,清,入
23735,𧈻,,jyek,以,合,三,清,入
23736,瞁,,qhyek,曉,合,三,清,入
23737,𥆛,,qhyek,曉,合,三,清,入
23738,辟,피,piek,幫,開,三,清,入
23739,璧,벽,piek,幫,開,三,清,入
23740,鐴,,piek,幫,開,三,清,入
23741,躄,,piek,幫,開,三,清,入
23742,𣦢,,piek,幫,開,三,清,入
23743,襞,벽,piek,幫,開,三,清,入
23744,𨐨,,piek,幫,開,三,清,入
23745,僻,벽,phiek,滂,開,三,清,入
23746,辟,피,phiek,滂,開,三,清,入
23747,癖,벽,phiek,滂,開,三,清,入
23748,廦,,phiek,滂,開,三,清,入
23749,麝,사,zhiek,船,開,三,清,入
23750,射,사,zhiek,船,開,三,清,入
23751,碧,벽,priek,幫,合,三,清,入
23752,𪐏,,triek,知,開,三,清,入
23753,彳,,thriek,徹,開,三,清,入
23754,𤭏,,thriek,徹,開,三,清,入
23755,𦳮,,tyek,章,合,三,清,入
23756,𥄎,,chyek,清,合,三,清,入
23757,𢔠,,chyek,清,合,三,清,入
23758,錫,석,sek,心,開,四,青,入
23759,析,석,sek,心,開,四,青,入
23760,㭊,,sek,心,開,四,青,入
23761,裼,,sek,心,開,四,青,入
23762,皙,,sek,心,開,四,青,入
23763,緆,,sek,心,開,四,青,入
23764,𪎥,,sek,心,開,四,青,入
23765,蜥,석,sek,心,開,四,青,入
23766,菥,,sek,心,開,四,青,入
23767,淅,석,sek,心,開,四,青,入
23768,惁,,sek,心,開,四,青,入
23769,𧋐,,sek,心,開,四,青,入
23770,㱤,,sek,心,開,四,青,入
23771,激,격,kek,見,開,四,青,入
23772,擊,격,kek,見,開,四,青,入
23773,墼,,kek,見,開,四,青,入
23774,轚,,kek,見,開,四,青,入
23775,獥,,kek,見,開,四,青,入
23776,敫,,kek,見,開,四,青,入
23777,𦼷,,kek,見,開,四,青,入
23778,𡫀,,kek,見,開,四,青,入
23779,鸄,,kek,見,開,四,青,入
23780,霹,벽,phek,滂,開,四,青,入
23781,劈,벽,phek,滂,開,四,青,入
23782,澼,,phek,滂,開,四,青,入
23783,憵,,phek,滂,開,四,青,入
23784,䤨,,phek,滂,開,四,青,入
23785,癖,벽,phek,滂,開,四,青,入
23786,僻,벽,phek,滂,開,四,青,入
23787,靂,력,lek,來,開,四,青,入
23788,䟐,,lek,來,開,四,青,入
23789,酈,력,lek,來,開,四,青,入
23790,癧,력,lek,來,開,四,青,入
23791,轢,력,lek,來,開,四,青,入
23792,鎘,,lek,來,開,四,青,入
23793,䥶,,lek,來,開,四,青,入
23794,礫,력,lek,來,開,四,青,入
23795,瓅,,lek,來,開,四,青,入
23796,秝,,lek,來,開,四,青,入
23797,櫪,력,lek,來,開,四,青,入
23798,䍽,,lek,來,開,四,青,入
23799,櫟,력,lek,來,開,四,青,入
23800,𩽏,,lek,來,開,四,青,入
23801,歷,력,lek,來,開,四,青,入
23802,曆,력,lek,來,開,四,青,入
23803,藶,,lek,來,開,四,青,入
23804,瀝,력,lek,來,開,四,青,入
23805,磿,,lek,來,開,四,青,入
23806,寥,료,lek,來,開,四,青,入
23807,鬲,격,lek,來,開,四,青,入
23808,㽁,,lek,來,開,四,青,入
23809,蒚,,lek,來,開,四,青,入
23810,皪,,lek,來,開,四,青,入
23811,𥌮,,lek,來,開,四,青,入
23812,䍥,,lek,來,開,四,青,入
23813,躒,력,lek,來,開,四,青,入
23814,䟏,,lek,來,開,四,青,入
23815,𪙽,,lek,來,開,四,青,入
23816,𤪢,,lek,來,開,四,青,入
23817,厤,력,lek,來,開,四,青,入
23818,攊,려,lek,來,開,四,青,入
23819,䮥,,lek,來,開,四,青,入
23820,𧙉,,lek,來,開,四,青,入
23821,䤙,,lek,來,開,四,青,入
23822,𡳸,,lek,來,開,四,青,入
23823,𦠓,,lek,來,開,四,青,入
23824,𨢌,,lek,來,開,四,青,入
23825,㔏,,lek,來,開,四,青,入
23826,𪅼,,lek,來,開,四,青,入
23827,觻,,lek,來,開,四,青,入
23828,𥽗,,lek,來,開,四,青,入
23829,擽,,lek,來,開,四,青,入
23830,濼,,lek,來,開,四,青,入
23831,蝷,,lek,來,開,四,青,入
23832,的,적,tek,端,開,四,青,入
23833,適,적,tek,端,開,四,青,入
23834,嫡,적,tek,端,開,四,青,入
23835,甋,,tek,端,開,四,青,入
23836,靮,,tek,端,開,四,青,入
23837,鏑,적,tek,端,開,四,青,入
23838,馰,적,tek,端,開,四,青,入
23839,滴,적,tek,端,開,四,青,入
23840,肑,,tek,端,開,四,青,入
23841,弔,조,tek,端,開,四,青,入
23842,芍,작,tek,端,開,四,青,入
23843,蹢,,tek,端,開,四,青,入
23844,䶂,,tek,端,開,四,青,入
23845,玓,,tek,端,開,四,青,入
23846,樀,적,tek,端,開,四,青,入
23847,𪄱,,tek,端,開,四,青,入
23848,𦉹,,tek,端,開,四,青,入
23849,𥕐,,tek,端,開,四,青,入
23850,𥐝,,tek,端,開,四,青,入
23851,扚,,tek,端,開,四,青,入
23852,𣂉,,tek,端,開,四,青,入
23853,啇,적,tek,端,開,四,青,入
23854,魡,,tek,端,開,四,青,入
23855,㣿,,tek,端,開,四,青,入
23856,𨑩,,tek,端,開,四,青,入
23857,杓,표,tek,端,開,四,青,入
23858,檄,격,xek,匣,開,四,青,入
23859,覡,격,xek,匣,開,四,青,入
23860,薂,,xek,匣,開,四,青,入
23861,𪕯,,xek,匣,開,四,青,入
23862,鸄,,xek,匣,開,四,青,入
23863,獥,,xek,匣,開,四,青,入
23864,椺,보,xek,匣,開,四,青,入
23865,䚫,,xek,匣,開,四,青,入
23866,鷁,익,ŋek,疑,開,四,青,入
23867,鶂,,ŋek,疑,開,四,青,入
23868,艗,,ŋek,疑,開,四,青,入
23869,𠩫,,ŋek,疑,開,四,青,入
23870,虉,,ŋek,疑,開,四,青,入
23871,荻,적,dek,定,開,四,青,入
23872,狄,적,dek,定,開,四,青,入
23873,敵,적,dek,定,開,四,青,入
23874,籊,,dek,定,開,四,青,入
23875,翟,적,dek,定,開,四,青,入
23876,迪,적,dek,定,開,四,青,入
23877,覿,적,dek,定,開,四,青,入
23878,𧠫,,dek,定,開,四,青,入
23879,笛,적,dek,定,開,四,青,入
23880,篴,,dek,定,開,四,青,入
23881,糴,적,dek,定,開,四,青,入
23882,籴,,dek,定,開,四,青,入
23883,邮,,dek,定,開,四,青,入
23884,滌,척,dek,定,開,四,青,入
23885,蓧,,dek,定,開,四,青,入
23886,蔋,,dek,定,開,四,青,入
23887,踧,,dek,定,開,四,青,入
23888,䌦,,dek,定,開,四,青,入
23889,𩷎,,dek,定,開,四,青,入
23890,䵂,,dek,定,開,四,青,入
23891,樀,적,dek,定,開,四,青,入
23892,頔,,dek,定,開,四,青,入
23893,梑,,dek,定,開,四,青,入
23894,䊮,,dek,定,開,四,青,入
23895,䢮,,dek,定,開,四,青,入
23896,㹍,,dek,定,開,四,青,入
23897,苖,,dek,定,開,四,青,入
23898,滷,로,dek,定,開,四,青,入
23899,㣙,,dek,定,開,四,青,入
23900,逖,적,thek,透,開,四,青,入
23901,逷,,thek,透,開,四,青,入
23902,倜,척,thek,透,開,四,青,入
23903,趯,,thek,透,開,四,青,入
23904,䢰,,thek,透,開,四,青,入
23905,剔,척,thek,透,開,四,青,入
23906,𠜓,,thek,透,開,四,青,入
23907,詆,저,thek,透,開,四,青,入
23908,惕,척,thek,透,開,四,青,入
23909,䯜,,thek,透,開,四,青,入
23910,硩,,thek,透,開,四,青,入
23911,摘,적,thek,透,開,四,青,入
23912,踢,,thek,透,開,四,青,入
23913,䚐,,thek,透,開,四,青,入
23914,𩮜,,thek,透,開,四,青,入
23915,𤈥,,thek,透,開,四,青,入
23916,蓨,,thek,透,開,四,青,入
23917,籊,,thek,透,開,四,青,入
23918,悐,,thek,透,開,四,青,入
23919,𢞒,,thek,透,開,四,青,入
23920,𥊕,,thek,透,開,四,青,入
23921,績,적,cek,精,開,四,青,入
23922,勣,적,cek,精,開,四,青,入
23923,樍,,cek,精,開,四,青,入
23924,𪄸,,cek,精,開,四,青,入
23925,燩,,khek,溪,開,四,青,入
23926,𢶡,,khek,溪,開,四,青,入
23927,𣪠,,khek,溪,開,四,青,入
23928,喫,끽,khek,溪,開,四,青,入
23929,𠿊,,khek,溪,開,四,青,入
23930,𥍰,,khek,溪,開,四,青,入
23931,𢿣,,khek,溪,開,四,青,入
23932,𢞒,,khek,溪,開,四,青,入
23933,䍊,,khek,溪,開,四,青,入
23934,惄,녁,nek,泥,開,四,青,入
23935,𧗂,,nek,泥,開,四,青,入
23936,溺,닉,nek,泥,開,四,青,入
23937,愵,,nek,泥,開,四,青,入
23938,寂,적,dzek,從,開,四,青,入
23939,𡧘,,dzek,從,開,四,青,入
23940,𡧯,,dzek,從,開,四,青,入
23941,𠴫,,dzek,從,開,四,青,入
23942,䚐,,dzek,從,開,四,青,入
23943,覓,멱,mek,明,開,四,青,入
23944,覛,,mek,明,開,四,青,入
23945,幎,멱,mek,明,開,四,青,入
23946,幦,,mek,明,開,四,青,入
23947,𧜀,,mek,明,開,四,青,入
23948,䮭,,mek,明,開,四,青,入
23949,糸,사,mek,明,開,四,青,入
