0,字,한글,隋語拼音,聲母,開合,等呼,韻母,聲調
14586,空,공,khùŋ,溪,開,一,東,去
14587,𤗇,,khùŋ,溪,開,一,東,去
14588,糉,,cùŋ,精,開,一,東,去
14589,粽,종,cùŋ,精,開,一,東,去
14590,䁓,,cùŋ,精,開,一,東,去
14591,偬,총,cùŋ,精,開,一,東,去
14592,㚇,,cùŋ,精,開,一,東,去
14593,鯼,,cùŋ,精,開,一,東,去
14594,緵,,cùŋ,精,開,一,東,去
14595,瓮,옹,qùŋ,影,開,一,東,去
14596,甕,옹,qùŋ,影,開,一,東,去
14597,𦉥,,qùŋ,影,開,一,東,去
14598,罋,옹,qùŋ,影,開,一,東,去
14599,𪖵,,qùŋ,影,開,一,東,去
14600,𧩪,,chùŋ,清,開,一,東,去
14601,愡,,chùŋ,清,開,一,東,去
14602,洞,동,dùŋ,定,開,一,東,去
14603,恫,통,dùŋ,定,開,一,東,去
14604,眮,,dùŋ,定,開,一,東,去
14605,絧,,dùŋ,定,開,一,東,去
14606,㓊,,dùŋ,定,開,一,東,去
14607,峒,동,dùŋ,定,開,一,東,去
14608,詷,,dùŋ,定,開,一,東,去
14609,胴,동,dùŋ,定,開,一,東,去
14610,慟,통,dùŋ,定,開,一,東,去
14611,筒,통,dùŋ,定,開,一,東,去
14612,駧,,dùŋ,定,開,一,東,去
14613,衕,,dùŋ,定,開,一,東,去
14614,迵,,dùŋ,定,開,一,東,去
14615,戙,,dùŋ,定,開,一,東,去
14616,㗢,,dùŋ,定,開,一,東,去
14617,𩐵,,dùŋ,定,開,一,東,去
14618,痛,통,thùŋ,透,開,一,東,去
14619,仲,중,dryùŋ,澄,開,三,東,去
14620,蟲,충,dryùŋ,澄,開,三,東,去
14621,𩿀,,dryùŋ,澄,開,三,東,去
14622,諷,풍,pyùŋ,幫,開,三,東,去
14623,風,풍,pyùŋ,幫,開,三,東,去
14624,焪,,khyùŋ,溪,開,三,東,去
14625,䛪,,khyùŋ,溪,開,三,東,去
14626,䠻,,khyùŋ,溪,開,三,東,去
14627,㝱,,myùŋ,明,開,三,東,去
14628,夢,몽,myùŋ,明,開,三,東,去
14629,瞢,몽,myùŋ,明,開,三,東,去
14630,鄸,,myùŋ,明,開,三,東,去
14631,䠢,,myùŋ,明,開,三,東,去
14632,𧽒,,qhyùŋ,曉,開,三,東,去
14633,䠗,,qhyùŋ,曉,開,三,東,去
14634,𢄐,,mùŋ,明,開,一,東,去
14635,霿,,mùŋ,明,開,一,東,去
14636,艨,몽,mùŋ,明,開,一,東,去
14637,趥,,chyùŋ,清,開,三,東,去
14638,賵,,phyùŋ,滂,開,三,東,去
14639,麷,,phyùŋ,滂,開,三,東,去
14640,𣀒,,dzùŋ,從,開,一,東,去
14641,𠏭,,dzùŋ,從,開,一,東,去
14642,中,중,tryùŋ,知,開,三,東,去
14643,衷,충,tryùŋ,知,開,三,東,去
14644,哄,홍,xùŋ,匣,開,一,東,去
14645,烘,홍,xùŋ,匣,開,一,東,去
14646,港,항,xùŋ,匣,開,一,東,去
14647,閧,홍,xùŋ,匣,開,一,東,去
14648,蕻,,xùŋ,匣,開,一,東,去
14649,齈,,nùŋ,泥,開,一,東,去
14650,癑,,nùŋ,泥,開,一,東,去
14651,衆,중,tyùŋ,章,開,三,東,去
14652,銃,총,thyùŋ,昌,開,三,東,去
14653,㓽,,dzryùŋ,崇,開,三,東,去
14654,烘,홍,qhùŋ,曉,開,一,東,去
14655,戇,당,qhùŋ,曉,開,一,東,去
14656,宋,송,sòŋ,心,開,一,冬,去
14657,綜,종,còŋ,精,開,一,冬,去
14658,䝋,,còŋ,精,開,一,冬,去
14659,錝,,còŋ,精,開,一,冬,去
14660,統,통,thòŋ,透,開,一,冬,去
14661,𪎽,,thòŋ,透,開,一,冬,去
14662,雺,몽,mòŋ,明,開,一,冬,去
14663,䃔,,xòŋ,匣,開,一,冬,去
14664,㗢,,xòŋ,匣,開,一,冬,去
14665,用,용,jyòŋ,以,開,三,鍾,去
14666,頌,송,zyòŋ,邪,開,三,鍾,去
14667,誦,송,zyòŋ,邪,開,三,鍾,去
14668,訟,송,zyòŋ,邪,開,三,鍾,去
14669,吅,현,zyòŋ,邪,開,三,鍾,去
14670,俸,봉,byòŋ,並,開,三,鍾,去
14671,㡝,,byòŋ,並,開,三,鍾,去
14672,縫,봉,byòŋ,並,開,三,鍾,去
14673,捀,,byòŋ,並,開,三,鍾,去
14674,共,공,gyòŋ,群,開,三,鍾,去
14675,葑,풍,pyòŋ,幫,開,三,鍾,去
14676,封,봉,pyòŋ,幫,開,三,鍾,去
14677,供,공,kyòŋ,見,開,三,鍾,去
14678,龏,,kyòŋ,見,開,三,鍾,去
14679,雍,옹,qyòŋ,影,開,三,鍾,去
14680,灉,,qyòŋ,影,開,三,鍾,去
14681,㙲,,qyòŋ,影,開,三,鍾,去
14682,湩,,tryòŋ,知,開,三,鍾,去
14683,堹,,tryòŋ,知,開,三,鍾,去
14684,諥,,tryòŋ,知,開,三,鍾,去
14685,縱,종,cyòŋ,精,開,三,鍾,去
14686,瘲,,cyòŋ,精,開,三,鍾,去
14687,蹱,,thryòŋ,徹,開,三,鍾,去
14688,憃,용,thryòŋ,徹,開,三,鍾,去
14689,䩸,,nyòŋ,日,開,三,鍾,去
14690,𩉪,,nyòŋ,日,開,三,鍾,去
14691,𩼅,,nyòŋ,日,開,三,鍾,去
14692,種,종,tyòŋ,章,開,三,鍾,去
14693,偅,동,tyòŋ,章,開,三,鍾,去
14694,㼿,,tyòŋ,章,開,三,鍾,去
14695,重,중,dryòŋ,澄,開,三,鍾,去
14696,緟,,dryòŋ,澄,開,三,鍾,去
14697,𨉢,,dryòŋ,澄,開,三,鍾,去
14698,贚,,lyòŋ,來,開,三,鍾,去
14699,躘,,lyòŋ,來,開,三,鍾,去
14700,儱,롱,lyòŋ,來,開,三,鍾,去
14701,恐,공,khyòŋ,溪,開,三,鍾,去
14702,𢖶,,khyòŋ,溪,開,三,鍾,去
14703,𦶐,,khyòŋ,溪,開,三,鍾,去
14704,從,종,dzyòŋ,從,開,三,鍾,去
14705,𢫨,,nryòŋ,娘,開,三,鍾,去
14706,絳,강,kròŋ,見,開,二,江,去
14707,虹,홍,kròŋ,見,開,二,江,去
14708,降,강,kròŋ,見,開,二,江,去
14709,𡲣,,kròŋ,見,開,二,江,去
14710,洚,,kròŋ,見,開,二,江,去
14711,巷,항,xròŋ,匣,開,二,江,去
14712,衖,,xròŋ,匣,開,二,江,去
14713,閧,홍,xròŋ,匣,開,二,江,去
14714,戇,당,tròŋ,知,開,二,江,去
14715,䡴,,dròŋ,澄,開,二,江,去
14716,憧,동,dròŋ,澄,開,二,江,去
14717,𢤤,,dròŋ,澄,開,二,江,去
14718,幢,당,dròŋ,澄,開,二,江,去
14719,撞,당,dròŋ,澄,開,二,江,去
14720,艟,동,dròŋ,澄,開,二,江,去
14721,𥈄,,thròŋ,徹,開,二,江,去
14722,䚎,,thròŋ,徹,開,二,江,去
14723,漴,,dzròŋ,崇,開,二,江,去
14724,肨,,phròŋ,滂,開,二,江,去
14725,䎫,,chròŋ,初,開,二,江,去
14726,淙,종,sròŋ,生,開,二,江,去
14727,㦼,,sròŋ,生,開,二,江,去
14728,寘,치,tiè,章,開,三,支A,去
14729,忮,기,tiè,章,開,三,支A,去
14730,伎,기,tiè,章,開,三,支A,去
14731,觶,치,tiè,章,開,三,支A,去
14732,伿,,tiè,章,開,三,支A,去
14733,䚳,,tiè,章,開,三,支A,去
14734,𢻈,,tiè,章,開,三,支A,去
14735,𡽆,,tiè,章,開,三,支A,去
14736,避,피,biè,並,開,三,支A,去
14737,惴,췌,tyè,章,合,三,支A,去
14738,𦥻,,tyè,章,合,三,支A,去
14739,𦦇,,tyè,章,合,三,支A,去
14740,詈,,liè,來,開,三,支A,去
14741,荔,,liè,來,開,三,支A,去
14742,離,리,liè,來,開,三,支A,去
14743,㿛,,liè,來,開,三,支A,去
14744,珕,,liè,來,開,三,支A,去
14745,𥶾,,liè,來,開,三,支A,去
14746,豉,시,diè,常,開,三,支A,去
14747,𢻃,,diè,常,開,三,支A,去
14748,𢐂,,diè,常,開,三,支A,去
14749,鯷,제,diè,常,開,三,支A,去
14750,䩃,,diè,常,開,三,支A,去
14751,䊓,,diè,常,開,三,支A,去
14752,積,적,ciè,精,開,三,支A,去
14753,㰣,,ciè,精,開,三,支A,去
14754,𧂐,,ciè,精,開,三,支A,去
14755,𦎸,,ciè,精,開,三,支A,去
14756,賜,사,siè,心,開,三,支A,去
14757,𧀩,,siè,心,開,三,支A,去
14758,澌,시,siè,心,開,三,支A,去
14759,𣩠,,siè,心,開,三,支A,去
14760,儩,사,siè,心,開,三,支A,去
14761,杫,,siè,心,開,三,支A,去
14762,爲,위,xyè,云,合,三,支B,去
14763,䞈,,kryè,見,合,三,支B,去
14764,垝,,kryè,見,合,三,支B,去
14765,㩻,,kryè,見,合,三,支B,去
14766,攱,,kryè,見,合,三,支B,去
14767,𢈌,,kryè,見,合,三,支B,去
14768,帔,,phriè,滂,開,三,支B,去
14769,秛,,phriè,滂,開,三,支B,去
14770,襬,,phriè,滂,開,三,支B,去
14771,賁,분,priè,幫,開,三,支B,去
14772,佊,피,priè,幫,開,三,支B,去
14773,詖,피,priè,幫,開,三,支B,去
14774,貱,,priè,幫,開,三,支B,去
14775,陂,피,priè,幫,開,三,支B,去
14776,跛,파,priè,幫,開,三,支B,去
14777,藣,,priè,幫,開,三,支B,去
14778,髲,피,briè,並,開,三,支B,去
14779,被,피,briè,並,開,三,支B,去
14780,鞁,피,briè,並,開,三,支B,去
14781,㢰,,briè,並,開,三,支B,去
14782,旇,,briè,並,開,三,支B,去
14783,𤿙,,briè,並,開,三,支B,去
14784,累,루,lyè,來,合,三,支A,去
14785,寄,기,kriè,見,開,三,支B,去
14786,䐀,,kriè,見,開,三,支B,去
14787,徛,,kriè,見,開,三,支B,去
14788,臂,비,piè,幫,開,三,支A,去
14789,芰,기,griè,群,開,三,支B,去
14790,騎,기,griè,群,開,三,支B,去
14791,鬾,,griè,群,開,三,支B,去
14792,輢,,griè,群,開,三,支B,去
14793,䝸,,griè,群,開,三,支B,去
14794,㧘,,griè,群,開,三,支B,去
14795,汥,,griè,群,開,三,支B,去
14796,䛋,,griè,群,開,三,支B,去
14797,刺,자,chiè,清,開,三,支A,去
14798,刾,,chiè,清,開,三,支A,去
14799,㢀,,chiè,清,開,三,支A,去
14800,朿,,chiè,清,開,三,支A,去
14801,㡹,,chiè,清,開,三,支A,去
14802,𧧒,,chiè,清,開,三,支A,去
14803,莿,자,chiè,清,開,三,支A,去
14804,庛,,chiè,清,開,三,支A,去
14805,蛓,,chiè,清,開,三,支A,去
14806,䛋,,chiè,清,開,三,支A,去
14807,易,역,jiè,以,開,三,支A,去
14808,㑥,,jiè,以,開,三,支A,去
14809,貤,,jiè,以,開,三,支A,去
14810,伿,,jiè,以,開,三,支A,去
14811,㒾,,jiè,以,開,三,支A,去
14812,貤,,jiè,以,開,三,支A,去
14813,議,의,ŋriè,疑,開,三,支B,去
14814,誼,의,ŋriè,疑,開,三,支B,去
14815,竩,,ŋriè,疑,開,三,支B,去
14816,𥫃,,ŋriè,疑,開,三,支B,去
14817,𩈭,,ŋriè,疑,開,三,支B,去
14818,義,의,ŋriè,疑,開,三,支B,去
14819,譬,비,phiè,滂,開,三,支A,去
14820,㵨,,phiè,滂,開,三,支A,去
14821,漬,지,dziè,從,開,三,支A,去
14822,眥,자,dziè,從,開,三,支A,去
14823,𦎸,,dziè,從,開,三,支A,去
14824,㧘,,dziè,從,開,三,支A,去
14825,㱴,,dziè,從,開,三,支A,去
14826,髊,,dziè,從,開,三,支A,去
14827,骴,,dziè,從,開,三,支A,去
14828,胔,,dziè,從,開,三,支A,去
14829,智,지,triè,知,開,三,支B,去
14830,𣉻,,triè,知,開,三,支B,去
14831,潪,,triè,知,開,三,支B,去
14832,倚,의,qriè,影,開,三,支B,去
14833,輢,,qriè,影,開,三,支B,去
14834,陭,,qriè,影,開,三,支B,去
14835,縋,추,dryè,澄,合,三,支B,去
14836,膇,,dryè,澄,合,三,支B,去
14837,槌,퇴,dryè,澄,合,三,支B,去
14838,錘,추,dryè,澄,合,三,支B,去
14839,腄,,dryè,澄,合,三,支B,去
14840,甀,,dryè,澄,合,三,支B,去
14841,硾,,dryè,澄,合,三,支B,去
14842,吹,취,thyè,昌,合,三,支A,去
14843,䶴,,thyè,昌,合,三,支A,去
14844,𥞃,,thyè,昌,合,三,支A,去
14845,戲,희,qhriè,曉,開,三,支B,去
14846,嚱,희,qhriè,曉,開,三,支B,去
14847,企,기,khiè,溪,開,三,支A,去
14848,𢺵,,khiè,溪,開,三,支A,去
14849,跂,기,khiè,溪,開,三,支A,去
14850,𨑤,,khiè,溪,開,三,支A,去
14851,蚑,,khiè,溪,開,三,支A,去
14852,吱,지,khiè,溪,開,三,支A,去
14853,縊,액,qiè,影,開,三,支A,去
14854,㱲,,qiè,影,開,三,支A,去
14855,螠,,qiè,影,開,三,支A,去
14856,翅,시,shiè,書,開,三,支A,去
14857,翄,,shiè,書,開,三,支A,去
14858,𦐊,,shiè,書,開,三,支A,去
14859,施,시,shiè,書,開,三,支A,去
14860,馶,,shiè,書,開,三,支A,去
14861,啻,시,shiè,書,開,三,支A,去
14862,鍦,,shiè,書,開,三,支A,去
14863,䗐,,shiè,書,開,三,支A,去
14864,䧴,,shiè,書,開,三,支A,去
14865,卶,시,shiè,書,開,三,支A,去
14866,𤖻,,shiè,書,開,三,支A,去
14867,㒾,,shiè,書,開,三,支A,去
14868,翨,,shiè,書,開,三,支A,去
14869,屣,,sriè,生,開,三,支B,去
14870,灑,새,sriè,生,開,三,支B,去
14871,𩌦,,sriè,生,開,三,支B,去
14872,襹,,sriè,生,開,三,支B,去
14873,曬,솨,sriè,生,開,三,支B,去
14874,觖,결,khyè,溪,合,三,支A,去
14875,餧,위,qryè,影,合,三,支B,去
14876,萎,위,qryè,影,合,三,支B,去
14877,䍴,,qryè,影,合,三,支B,去
14878,𣨙,,qryè,影,合,三,支B,去
14879,僞,위,ŋryè,疑,合,三,支B,去
14880,毁,훼,qhryè,曉,合,三,支B,去
14881,恚,에,qyè,影,合,三,支A,去
14882,㜇,,qyè,影,合,三,支A,去
14883,睡,수,dyè,常,合,三,支A,去
14884,瑞,서,dyè,常,合,三,支A,去
14885,𨿠,,dyè,常,合,三,支A,去
14886,䅜,,dyè,常,合,三,支A,去
14887,馶,,kiè,見,開,三,支A,去
14888,翨,,kiè,見,開,三,支A,去
14889,䄲,,nyè,日,合,三,支A,去
14890,卶,시,thiè,昌,開,三,支A,去
14891,䅗,,syè,心,合,三,支A,去
14892,瀡,,syè,心,合,三,支A,去
14893,娷,,tryè,知,合,三,支B,去
14894,諈,,tryè,知,合,三,支B,去
14895,瓗,,jyè,以,合,三,支A,去
14896,纗,,jyè,以,合,三,支A,去
14897,䜜,,jyè,以,合,三,支A,去
14898,贀,,jyè,以,合,三,支A,去
14899,諉,위,nryè,娘,合,三,支B,去
14900,㨅,,nryè,娘,合,三,支B,去
14901,㢻,,nryè,娘,合,三,支B,去
14902,瞡,,kyè,見,合,三,支A,去
14903,𧙁,,criè,莊,開,三,支B,去
14904,𤿙,,criè,莊,開,三,支B,去
14905,孈,,qhyè,曉,合,三,支A,去
14906,㞆,,khriè,溪,開,三,支B,去
14907,掎,기,khriè,溪,開,三,支B,去
14908,至,지,tì,章,開,三,脂A,去
14909,摯,지,tì,章,開,三,脂A,去
14910,贄,지,tì,章,開,三,脂A,去
14911,鷙,지,tì,章,開,三,脂A,去
14912,礩,,tì,章,開,三,脂A,去
14913,䥍,,tì,章,開,三,脂A,去
14914,鴲,,tì,章,開,三,脂A,去
14915,懥,,tì,章,開,三,脂A,去
14916,䲀,,tì,章,開,三,脂A,去
14917,𩊝,,tì,章,開,三,脂A,去
14918,𩊞,,tì,章,開,三,脂A,去
14919,𢄢,,tì,章,開,三,脂A,去
14920,𡠗,,tì,章,開,三,脂A,去
14921,位,위,xrỳi,云,合,三,脂B,去
14922,郿,,mrỳi,明,開,三,脂B,去
14923,媚,미,mrỳi,明,開,三,脂B,去
14924,魅,매,mrỳi,明,開,三,脂B,去
14925,鬽,,mrỳi,明,開,三,脂B,去
14926,篃,,mrỳi,明,開,三,脂B,去
14927,蝞,,mrỳi,明,開,三,脂B,去
14928,嚜,묵,mrỳi,明,開,三,脂B,去
14929,䉋,,mrỳi,明,開,三,脂B,去
14930,煝,,mrỳi,明,開,三,脂B,去
14931,娓,미,mrỳi,明,開,三,脂B,去
14932,遂,수,zỳi,邪,合,三,脂A,去
14933,彗,혜,zỳi,邪,合,三,脂A,去
14934,隧,수,zỳi,邪,合,三,脂A,去
14935,襚,,zỳi,邪,合,三,脂A,去
14936,旞,,zỳi,邪,合,三,脂A,去
14937,璲,수,zỳi,邪,合,三,脂A,去
14938,檖,,zỳi,邪,合,三,脂A,去
14939,𣔾,,zỳi,邪,合,三,脂A,去
14940,𤓫,,zỳi,邪,合,三,脂A,去
14941,𤎩,,zỳi,邪,合,三,脂A,去
14942,燧,수,zỳi,邪,合,三,脂A,去
14943,澻,,zỳi,邪,合,三,脂A,去
14944,䡵,,zỳi,邪,合,三,脂A,去
14945,鐆,,zỳi,邪,合,三,脂A,去
14946,鐩,,zỳi,邪,合,三,脂A,去
14947,穟,,zỳi,邪,合,三,脂A,去
14948,𦼯,,zỳi,邪,合,三,脂A,去
14949,蔧,,zỳi,邪,合,三,脂A,去
14950,𦂁,,zỳi,邪,合,三,脂A,去
14951,㒸,,zỳi,邪,合,三,脂A,去
14952,𥝩,,zỳi,邪,合,三,脂A,去
14953,穗,수,zỳi,邪,合,三,脂A,去
14954,䉌,,zỳi,邪,合,三,脂A,去
14955,𩏚,,zỳi,邪,合,三,脂A,去
14956,醉,취,cỳi,精,合,三,脂A,去
14957,檇,,cỳi,精,合,三,脂A,去
14958,邃,수,sỳi,心,合,三,脂A,去
14959,祟,수,sỳi,心,合,三,脂A,去
14960,誶,수,sỳi,心,合,三,脂A,去
14961,粹,수,sỳi,心,合,三,脂A,去
14962,睟,수,sỳi,心,合,三,脂A,去
14963,𠭥,,sỳi,心,合,三,脂A,去
14964,賥,,sỳi,心,合,三,脂A,去
14965,譢,,sỳi,心,合,三,脂A,去
14966,𢢝,,sỳi,心,合,三,脂A,去
14967,類,류,lỳi,來,合,三,脂A,去
14968,淚,루,lỳi,來,合,三,脂A,去
14969,瓃,,lỳi,來,合,三,脂A,去
14970,𦝭,,lỳi,來,合,三,脂A,去
14971,垒,,lỳi,來,合,三,脂A,去
14972,蘱,,lỳi,來,合,三,脂A,去
14973,纍,류,lỳi,來,合,三,脂A,去
14974,䇐,,lỳi,來,合,三,脂A,去
14975,禷,,lỳi,來,合,三,脂A,去
14976,祕,비,prỳi,幫,開,三,脂B,去
14977,毖,비,prỳi,幫,開,三,脂B,去
14978,閟,비,prỳi,幫,開,三,脂B,去
14979,轡,비,prỳi,幫,開,三,脂B,去
14980,柲,,prỳi,幫,開,三,脂B,去
14981,鉍,,prỳi,幫,開,三,脂B,去
14982,泌,필,prỳi,幫,開,三,脂B,去
14983,鄪,,prỳi,幫,開,三,脂B,去
14984,費,비,prỳi,幫,開,三,脂B,去
14985,䀣,,prỳi,幫,開,三,脂B,去
14986,䪐,,prỳi,幫,開,三,脂B,去
14987,邲,,prỳi,幫,開,三,脂B,去
14988,粊,,prỳi,幫,開,三,脂B,去
14989,䉾,,prỳi,幫,開,三,脂B,去
14990,𡛗,,prỳi,幫,開,三,脂B,去
14991,匱,궤,grỳi,群,合,三,脂B,去
14992,蕢,,grỳi,群,合,三,脂B,去
14993,臾,유,grỳi,群,合,三,脂B,去
14994,饋,궤,grỳi,群,合,三,脂B,去
14995,餽,궤,grỳi,群,合,三,脂B,去
14996,𦆠,,grỳi,群,合,三,脂B,去
14997,櫃,궤,grỳi,群,合,三,脂B,去
14998,樻,궤,grỳi,群,合,三,脂B,去
14999,鞼,,grỳi,群,合,三,脂B,去
15000,簣,,grỳi,群,合,三,脂B,去
15001,𩌃,,grỳi,群,合,三,脂B,去
15002,濞,비,phrỳi,滂,開,三,脂B,去
15003,嚊,비,phrỳi,滂,開,三,脂B,去
15004,䑄,,phrỳi,滂,開,三,脂B,去
15005,㿙,,phrỳi,滂,開,三,脂B,去
15006,𦤢,,phrỳi,滂,開,三,脂B,去
15007,淠,비,phrỳi,滂,開,三,脂B,去
15008,備,비,brỳi,並,開,三,脂B,去
15009,俻,비,brỳi,並,開,三,脂B,去
15010,𤰇,,brỳi,並,開,三,脂B,去
15011,𤰈,,brỳi,並,開,三,脂B,去
15012,𡚤,,brỳi,並,開,三,脂B,去
15013,奰,,brỳi,並,開,三,脂B,去
15014,䑄,,brỳi,並,開,三,脂B,去
15015,糒,,brỳi,並,開,三,脂B,去
15016,犕,,brỳi,並,開,三,脂B,去
15017,絥,,brỳi,並,開,三,脂B,去
15018,鞴,비,brỳi,並,開,三,脂B,去
15019,韍,불,brỳi,並,開,三,脂B,去
15020,贔,비,brỳi,並,開,三,脂B,去
15021,𣖾,,brỳi,並,開,三,脂B,去
15022,㣁,,brỳi,並,開,三,脂B,去
15023,𩇯,,brỳi,並,開,三,脂B,去
15024,㸢,,brỳi,並,開,三,脂B,去
15025,媿,괴,krỳi,見,合,三,脂B,去
15026,愧,괴,krỳi,見,合,三,脂B,去
15027,聭,,krỳi,見,合,三,脂B,去
15028,謉,,krỳi,見,合,三,脂B,去
15029,騩,,krỳi,見,合,三,脂B,去
15030,䁛,,krỳi,見,合,三,脂B,去
15031,帥,솔,srỳi,生,合,三,脂B,去
15032,率,솔,srỳi,生,合,三,脂B,去
15033,喟,위,khrỳi,溪,合,三,脂B,去
15034,嘳,괴,khrỳi,溪,合,三,脂B,去
15035,樻,궤,khrỳi,溪,合,三,脂B,去
15036,䯣,,khrỳi,溪,合,三,脂B,去
15037,䰎,,khrỳi,溪,合,三,脂B,去
15038,腃,,khrỳi,溪,合,三,脂B,去
15039,䙡,,khrỳi,溪,合,三,脂B,去
15040,尯,,khrỳi,溪,合,三,脂B,去
15041,𨌗,,khrỳi,溪,合,三,脂B,去
15042,豷,,qhrỳi,曉,合,三,脂B,去
15043,燹,희,qhrỳi,曉,合,三,脂B,去
15044,嗜,기,dì,常,開,三,脂A,去
15045,𩜼,,dì,常,開,三,脂A,去
15046,醏,,dì,常,開,三,脂A,去
15047,視,시,dì,常,開,三,脂A,去
15048,眎,,dì,常,開,三,脂A,去
15049,眂,,dì,常,開,三,脂A,去
15050,利,리,lì,來,開,三,脂A,去
15051,𥝤,,lì,來,開,三,脂A,去
15052,䬆,,lì,來,開,三,脂A,去
15053,莅,리,lì,來,開,三,脂A,去
15054,涖,리,lì,來,開,三,脂A,去
15055,痢,리,lì,來,開,三,脂A,去
15056,䚕,,lì,來,開,三,脂A,去
15057,䇐,,lì,來,開,三,脂A,去
15058,膩,니,nrì,娘,開,三,脂B,去
15059,𦡸,,nrì,娘,開,三,脂B,去
15060,䁊,,nrì,娘,開,三,脂B,去
15061,䣵,,nrì,娘,開,三,脂B,去
15062,屁,비,phì,滂,開,三,脂A,去
15063,䊧,,phì,滂,開,三,脂A,去
15064,劓,의,ŋrì,疑,開,三,脂B,去
15065,致,치,trì,知,開,三,脂B,去
15066,懫,,trì,知,開,三,脂B,去
15067,疐,,trì,知,開,三,脂B,去
15068,𢷐,,trì,知,開,三,脂B,去
15069,𨆫,,trì,知,開,三,脂B,去
15070,躓,지,trì,知,開,三,脂B,去
15071,𨎌,,trì,知,開,三,脂B,去
15072,輊,,trì,知,開,三,脂B,去
15073,騺,,trì,知,開,三,脂B,去
15074,䞃,,trì,知,開,三,脂B,去
15075,𣱐,,trì,知,開,三,脂B,去
15076,懥,,trì,知,開,三,脂B,去
15077,㨖,,trì,知,開,三,脂B,去
15078,質,질,trì,知,開,三,脂B,去
15079,駤,,trì,知,開,三,脂B,去
15080,棄,기,khì,溪,開,三,脂A,去
15081,弃,기,khì,溪,開,三,脂A,去
15082,夡,,khì,溪,開,三,脂A,去
15083,㞓,,khì,溪,開,三,脂A,去
15084,蟿,,khì,溪,開,三,脂A,去
15085,緻,치,drì,澄,開,三,脂B,去
15086,稚,치,drì,澄,開,三,脂B,去
15087,遟,지,drì,澄,開,三,脂B,去
15088,稺,,drì,澄,開,三,脂B,去
15089,𦃘,,drì,澄,開,三,脂B,去
15090,𩹈,,drì,澄,開,三,脂B,去
15091,治,치,drì,澄,開,三,脂B,去
15092,𠊷,,drì,澄,開,三,脂B,去
15093,𢴧,,drì,澄,開,三,脂B,去
15094,謘,,drì,澄,開,三,脂B,去
15095,𩋩,,drì,澄,開,三,脂B,去
15096,𦥐,,drì,澄,開,三,脂B,去
15097,寐,매,mì,明,開,三,脂A,去
15098,媢,모,mì,明,開,三,脂A,去
15099,杘,,thrì,徹,開,三,脂B,去
15100,𣐉,,thrì,徹,開,三,脂B,去
15101,誺,,thrì,徹,開,三,脂B,去
15102,𦥊,,thrì,徹,開,三,脂B,去
15103,訵,,thrì,徹,開,三,脂B,去
15104,𡳭,,thrì,徹,開,三,脂B,去
15105,跮,,thrì,徹,開,三,脂B,去
15106,𧩼,,thrì,徹,開,三,脂B,去
15107,冀,기,krì,見,開,三,脂B,去
15108,兾,,krì,見,開,三,脂B,去
15109,覬,기,krì,見,開,三,脂B,去
15110,穊,,krì,見,開,三,脂B,去
15111,驥,기,krì,見,開,三,脂B,去
15112,𩥉,,krì,見,開,三,脂B,去
15113,洎,,krì,見,開,三,脂B,去
15114,懻,,krì,見,開,三,脂B,去
15115,臮,,grì,群,開,三,脂B,去
15116,暨,기,grì,群,開,三,脂B,去
15117,鱀,,grì,群,開,三,脂B,去
15118,洎,,grì,群,開,三,脂B,去
15119,垍,,grì,群,開,三,脂B,去
15120,塈,,grì,群,開,三,脂B,去
15121,𣽍,,grì,群,開,三,脂B,去
15122,悸,계,gỳi,群,合,三,脂A,去
15123,𠊾,,gỳi,群,合,三,脂A,去
15124,猤,,gỳi,群,合,三,脂A,去
15125,痵,,gỳi,群,合,三,脂A,去
15126,𡬄,,gỳi,群,合,三,脂A,去
15127,翠,취,chỳi,清,合,三,脂A,去
15128,濢,,chỳi,清,合,三,脂A,去
15129,臎,,chỳi,清,合,三,脂A,去
15130,二,이,nì,日,開,三,脂A,去
15131,弍,이,nì,日,開,三,脂A,去
15132,貳,이,nì,日,開,三,脂A,去
15133,樲,,nì,日,開,三,脂A,去
15134,髶,,nì,日,開,三,脂A,去
15135,恣,자,cì,精,開,三,脂A,去
15136,𣣌,,cì,精,開,三,脂A,去
15137,次,차,chì,清,開,三,脂A,去
15138,䳐,,chì,清,開,三,脂A,去
15139,佽,차,chì,清,開,三,脂A,去
15140,䰍,,chì,清,開,三,脂A,去
15141,絘,,chì,清,開,三,脂A,去
15142,𩾔,,chì,清,開,三,脂A,去
15143,𧊒,,chì,清,開,三,脂A,去
15144,𣣌,,chì,清,開,三,脂A,去
15145,䯸,,chì,清,開,三,脂A,去
15146,懿,의,qrì,影,開,三,脂B,去
15147,饐,의,qrì,影,開,三,脂B,去
15148,㙪,,qrì,影,開,三,脂B,去
15149,欭,,qrì,影,開,三,脂B,去
15150,鷧,,qrì,影,開,三,脂B,去
15151,撎,,qrì,影,開,三,脂B,去
15152,亄,의,qrì,影,開,三,脂B,去
15153,四,사,sì,心,開,三,脂A,去
15154,亖,,sì,心,開,三,脂A,去
15155,肆,사,sì,心,開,三,脂A,去
15156,𩬶,,sì,心,開,三,脂A,去
15157,柶,사,sì,心,開,三,脂A,去
15158,泗,사,sì,心,開,三,脂A,去
15159,牭,,sì,心,開,三,脂A,去
