0,字,隋語拼音,聲符,小韻,反切,聲母,開合,等呼,韻母,聲調,《廣韻》韻目,平水韻,中古拼音,白氏拼音,他數據
16025,霓,ŋèi,兒,2368,五計,疑,開,四,齊,去,去十二霽,去八霽,ngeh,ngejH,
16026,計,kèi,計,2369,古詣,見,開,四,齊,去,去十二霽,去八霽,keh,kejH,
16027,係,kèi,系,2369,古詣,見,開,四,齊,去,去十二霽,去八霽,keh,kejH,
16028,繼,kèi,繼,2369,古詣,見,開,四,齊,去,去十二霽,去八霽,keh,kejH,
16029,繫,kèi,𣪠,2369,古詣,見,開,四,齊,去,去十二霽,去八霽,keh,kejH,
16030,薊,kèi,魝,2369,古詣,見,開,四,齊,去,去十二霽,去八霽,keh,kejH,
16031,髻,kèi,吉,2369,古詣,見,開,四,齊,去,去十二霽,去八霽,keh,kejH,
16032,𨜒,kèi,丯,2369,古詣,見,開,四,齊,去,去十二霽,去八霽,keh,kejH,
16033,檕,kèi,𣪠,2369,古詣,見,開,四,齊,去,去十二霽,去八霽,keh,kejH,
16034,檵,kèi,繼,2369,古詣,見,開,四,齊,去,去十二霽,去八霽,keh,kejH,
16035,蘻,kèi,𣪠,2369,古詣,見,開,四,齊,去,去十二霽,去八霽,keh,kejH,
16036,轚,kèi,𣪠,2369,古詣,見,開,四,齊,去,去十二霽,去八霽,keh,kejH,
16037,㲅,kèi,𣪠,2369,古詣,見,開,四,齊,去,去十二霽,去八霽,keh,kejH,
16038,蒵,xèi,奚,2370,胡計,匣,開,四,齊,去,去十二霽,去八霽,gheh,hejH,
16039,䐼,xèi,丯,2370,胡計,匣,開,四,齊,去,去十二霽,去八霽,gheh,hejH,
16040,𦝜,xèi,丯,2370,胡計,匣,開,四,齊,去,去十二霽,去八霽,gheh,hejH,
16041,系,xèi,系,2370,胡計,匣,開,四,齊,去,去十二霽,去八霽,gheh,hejH,
16042,𦃟,xèi,系,2370,胡計,匣,開,四,齊,去,去十二霽,去八霽,gheh,hejH,
16043,妎,xèi,介,2370,胡計,匣,開,四,齊,去,去十二霽,去八霽,gheh,hejH,
16044,禊,xèi,丯,2370,胡計,匣,開,四,齊,去,去十二霽,去八霽,gheh,hejH,
16045,繫,xèi,𣪠,2370,胡計,匣,開,四,齊,去,去十二霽,去八霽,gheh,hejH,
16046,瘛,xèi,丯,2370,胡計,匣,開,四,齊,去,去十二霽,去八霽,gheh,hejH,
16047,慀,xèi,奚,2370,胡計,匣,開,四,齊,去,去十二霽,去八霽,gheh,hejH,
16048,㨙,xèi,奚,2370,胡計,匣,開,四,齊,去,去十二霽,去八霽,gheh,hejH,
16049,盻,xèi,兮,2370,胡計,匣,開,四,齊,去,去十二霽,去八霽,gheh,hejH,
16050,䦏,xèi,介,2370,胡計,匣,開,四,齊,去,去十二霽,去八霽,gheh,hejH,
16051,稧,xèi,丯,2370,胡計,匣,開,四,齊,去,去十二霽,去八霽,gheh,hejH,
16052,契,khèi,丯,2371,苦計,溪,開,四,齊,去,去十二霽,去八霽,kheh,khejH,
16053,栔,khèi,丯,2371,苦計,溪,開,四,齊,去,去十二霽,去八霽,kheh,khejH,
16054,罊,khèi,𣪠,2371,苦計,溪,開,四,齊,去,去十二霽,去八霽,kheh,khejH,
16055,䏿,khèi,啓,2371,苦計,溪,開,四,齊,去,去十二霽,去八霽,kheh,khejH,
16056,蟿,khèi,𣪠,2371,苦計,溪,開,四,齊,去,去十二霽,去八霽,kheh,khejH,
16057,𦩣,khèi,丯,2371,苦計,溪,開,四,齊,去,去十二霽,去八霽,kheh,khejH,
16058,𢢞,khèi,𣪠,2371,苦計,溪,開,四,齊,去,去十二霽,去八霽,kheh,khejH,
16059,𡢖,khèi,𣪠,2371,苦計,溪,開,四,齊,去,去十二霽,去八霽,kheh,khejH,
16060,䫔,khèi,丯,2371,苦計,溪,開,四,齊,去,去十二霽,去八霽,kheh,khejH,
16061,䁈,khèi,啓,2371,苦計,溪,開,四,齊,去,去十二霽,去八霽,kheh,khejH,
16062,翳,qèi,殹,2372,於計,影,開,四,齊,去,去十二霽,去八霽,qeh,'ejH,
16063,曀,qèi,壹,2372,於計,影,開,四,齊,去,去十二霽,去八霽,qeh,'ejH,
16064,枍,qèi,兮,2372,於計,影,開,四,齊,去,去十二霽,去八霽,qeh,'ejH,
16065,㥷,qèi,夾,2372,於計,影,開,四,齊,去,去十二霽,去八霽,qeh,'ejH,
16066,㝣,qèi,丯,2372,於計,影,開,四,齊,去,去十二霽,去八霽,qeh,'ejH,
16067,㙠,qèi,殹,2372,於計,影,開,四,齊,去,去十二霽,去八霽,qeh,'ejH,
16068,殪,qèi,壹,2372,於計,影,開,四,齊,去,去十二霽,去八霽,qeh,'ejH,
16069,瞖,qèi,殹,2372,於計,影,開,四,齊,去,去十二霽,去八霽,qeh,'ejH,
16070,医,qèi,殹,2372,於計,影,開,四,齊,去,去十二霽,去八霽,qeh,'ejH,
16071,𢟇,qèi,殹,2372,於計,影,開,四,齊,去,去十二霽,去八霽,qeh,'ejH,
16072,蘙,qèi,殹,2372,於計,影,開,四,齊,去,去十二霽,去八霽,qeh,'ejH,
16073,縊,qèi,益,2372,於計,影,開,四,齊,去,去十二霽,去八霽,qeh,'ejH,
16074,豷,qèi,壹,2372,於計,影,開,四,齊,去,去十二霽,去八霽,qeh,'ejH,
16075,繄,qèi,殹,2372,於計,影,開,四,齊,去,去十二霽,去八霽,qeh,'ejH,
16076,㙪,qèi,壹,2372,於計,影,開,四,齊,去,去十二霽,去八霽,qeh,'ejH,
16077,𧬇,qèi,壹,2372,於計,影,開,四,齊,去,去十二霽,去八霽,qeh,'ejH,
16078,殹,qèi,殹,2372,於計,影,開,四,齊,去,去十二霽,去八霽,qeh,'ejH,
16079,謎,mèi,米,2373,莫計,明,開,四,齊,去,去十二霽,去八霽,meh,mejH,
16080,㩢,mèi,蔑,2373,莫計,明,開,四,齊,去,去十二霽,去八霽,meh,mejH,
16081,閉,pèi,閉,2374,博計,幫,開,四,齊,去,去十二霽,去八霽,peh,pejH,
16082,閇,pèi,閉,2374,博計,幫,開,四,齊,去,去十二霽,去八霽,peh,pejH,
16083,嬖,pèi,辟,2374,博計,幫,開,四,齊,去,去十二霽,去八霽,peh,pejH,
16084,箅,pèi,畀,2374,博計,幫,開,四,齊,去,去十二霽,去八霽,peh,pejH,
16085,㪏,pèi,卑,2374,博計,幫,開,四,齊,去,去十二霽,去八霽,peh,pejH,
16086,慧,xuèi,彗,2375,胡桂,匣,合,四,齊,去,去十二霽,去八霽,ghueh,hwejH,
16087,憓,xuèi,惠,2375,胡桂,匣,合,四,齊,去,去十二霽,去八霽,ghueh,hwejH,
16088,潓,xuèi,惠,2375,胡桂,匣,合,四,齊,去,去十二霽,去八霽,ghueh,hwejH,
16089,惠,xuèi,惠,2375,胡桂,匣,合,四,齊,去,去十二霽,去八霽,ghueh,hwejH,
16090,蟪,xuèi,惠,2375,胡桂,匣,合,四,齊,去,去十二霽,去八霽,ghueh,hwejH,
16091,蕙,xuèi,惠,2375,胡桂,匣,合,四,齊,去,去十二霽,去八霽,ghueh,hwejH,
16092,橞,xuèi,惠,2375,胡桂,匣,合,四,齊,去,去十二霽,去八霽,ghueh,hwejH,
16093,繐,xuèi,惠,2375,胡桂,匣,合,四,齊,去,去十二霽,去八霽,ghueh,hwejH,
16094,㩨,xuèi,彗,2375,胡桂,匣,合,四,齊,去,去十二霽,去八霽,ghueh,hwejH,
16095,儶,xuèi,雋,2375,胡桂,匣,合,四,齊,去,去十二霽,去八霽,ghueh,hwejH,
16096,譓,xuèi,惠,2375,胡桂,匣,合,四,齊,去,去十二霽,去八霽,ghueh,hwejH,
16097,鏸,xuèi,惠,2375,胡桂,匣,合,四,齊,去,去十二霽,去八霽,ghueh,hwejH,
16098,𦒎,xuèi,惠,2375,胡桂,匣,合,四,齊,去,去十二霽,去八霽,ghueh,hwejH,
16099,桂,kuèi,圭,2376,古惠,見,合,四,齊,去,去十二霽,去八霽,kueh,kwejH,
16100,昋,kuèi,昋,2376,古惠,見,合,四,齊,去,去十二霽,去八霽,kueh,kwejH,
16101,炅,kuèi,炅,2376,古惠,見,合,四,齊,去,去十二霽,去八霽,kueh,kwejH,
16102,炔,kuèi,夬,2376,古惠,見,合,四,齊,去,去十二霽,去八霽,kueh,kwejH,
16103,筀,kuèi,圭,2376,古惠,見,合,四,齊,去,去十二霽,去八霽,kueh,kwejH,
16104,罣,kuèi,圭,2376,古惠,見,合,四,齊,去,去十二霽,去八霽,kueh,kwejH,
16105,𤰮,kuèi,夬,2376,古惠,見,合,四,齊,去,去十二霽,去八霽,kueh,kwejH,
16106,𣧎,kuèi,夬,2376,古惠,見,合,四,齊,去,去十二霽,去八霽,kueh,kwejH,
16107,䳏,kuèi,圭,2376,古惠,見,合,四,齊,去,去十二霽,去八霽,kueh,kwejH,
16108,嘒,qhuèi,彗,2377,呼惠,曉,合,四,齊,去,去十二霽,去八霽,hueh,xwejH,
16109,嚖,qhuèi,彗,2377,呼惠,曉,合,四,齊,去,去十二霽,去八霽,hueh,xwejH,
16110,暳,qhuèi,彗,2377,呼惠,曉,合,四,齊,去,去十二霽,去八霽,hueh,xwejH,
16111,媲,phèi,比,2378,匹詣,滂,開,四,齊,去,去十二霽,去八霽,pheh,phejH,
16112,䠘,phèi,比,2378,匹詣,滂,開,四,齊,去,去十二霽,去八霽,pheh,phejH,
16113,睥,phèi,卑,2378,匹詣,滂,開,四,齊,去,去十二霽,去八霽,pheh,phejH,
16114,渒,phèi,卑,2378,匹詣,滂,開,四,齊,去,去十二霽,去八霽,pheh,phejH,
16115,濞,phèi,畀,2378,匹詣,滂,開,四,齊,去,去十二霽,去八霽,pheh,phejH,
16116,𣹮,phèi,比,2378,匹詣,滂,開,四,齊,去,去十二霽,去八霽,pheh,phejH,
16117,𠞇,phèi,比,2378,匹詣,滂,開,四,齊,去,去十二霽,去八霽,pheh,phejH,
16118,薜,bèi,辟,2379,蒲計,並,開,四,齊,去,去十二霽,去八霽,beh,bejH,
16119,䥍,bèi,執,2379,蒲計,並,開,四,齊,去,去十二霽,去八霽,beh,bejH,
16120,𥴬,bèi,辟,2379,蒲計,並,開,四,齊,去,去十二霽,去八霽,beh,bejH,
16121,𨢡,bèi,畢,2379,蒲計,並,開,四,齊,去,去十二霽,去八霽,beh,bejH,
16122,𣘥,bèi,閉,2379,蒲計,並,開,四,齊,去,去十二霽,去八霽,beh,bejH,
16123,麗,lèi,麗,2380,郎計,來,開,四,齊,去,去十二霽,去八霽,leh,lejH,
16124,戾,lèi,戾,2380,郎計,來,開,四,齊,去,去十二霽,去八霽,leh,lejH,
16125,㑦,lèi,戾,2380,郎計,來,開,四,齊,去,去十二霽,去八霽,leh,lejH,
16126,隸,lèi,隶,2380,郎計,來,開,四,齊,去,去十二霽,去八霽,leh,lejH,
16127,隷,lèi,隶,2380,郎計,來,開,四,齊,去,去十二霽,去八霽,leh,lejH,
16128,儷,lèi,麗,2380,郎計,來,開,四,齊,去,去十二霽,去八霽,leh,lejH,
16129,𥃏,lèi,𥃏,2380,郎計,來,開,四,齊,去,去十二霽,去八霽,leh,lejH,
16130,綟,lèi,戾,2380,郎計,來,開,四,齊,去,去十二霽,去八霽,leh,lejH,
16131,劙,lèi,𧰲,2380,郎計,來,開,四,齊,去,去十二霽,去八霽,leh,lejH,
16132,𠠫,lèi,麗,2380,郎計,來,開,四,齊,去,去十二霽,去八霽,leh,lejH,
16133,唳,lèi,戾,2380,郎計,來,開,四,齊,去,去十二霽,去八霽,leh,lejH,
16134,蜧,lèi,戾,2380,郎計,來,開,四,齊,去,去十二霽,去八霽,leh,lejH,
16135,䓞,lèi,戾,2380,郎計,來,開,四,齊,去,去十二霽,去八霽,leh,lejH,
16136,沴,lèi,㐱,2380,郎計,來,開,四,齊,去,去十二霽,去八霽,leh,lejH,
16137,荔,lèi,劦,2380,郎計,來,開,四,齊,去,去十二霽,去八霽,leh,lejH,
16138,捩,lèi,戾,2380,郎計,來,開,四,齊,去,去十二霽,去八霽,leh,lejH,
16139,欐,lèi,麗,2380,郎計,來,開,四,齊,去,去十二霽,去八霽,leh,lejH,
16140,𤃀,lèi,隶,2380,郎計,來,開,四,齊,去,去十二霽,去八霽,leh,lejH,
16141,𥶾,lèi,隶,2380,郎計,來,開,四,齊,去,去十二霽,去八霽,leh,lejH,
16142,涖,lèi,立,2380,郎計,來,開,四,齊,去,去十二霽,去八霽,leh,lejH,
16143,悷,lèi,戾,2380,郎計,來,開,四,齊,去,去十二霽,去八霽,leh,lejH,
16144,栛,lèi,劦,2380,郎計,來,開,四,齊,去,去十二霽,去八霽,leh,lejH,
16145,丽,lèi,麗,2380,郎計,來,開,四,齊,去,去十二霽,去八霽,leh,lejH,
16146,蜦,lèi,侖,2380,郎計,來,開,四,齊,去,去十二霽,去八霽,leh,lejH,
16147,㸚,lèi,㸚,2380,郎計,來,開,四,齊,去,去十二霽,去八霽,leh,lejH,
16148,珕,lèi,劦,2380,郎計,來,開,四,齊,去,去十二霽,去八霽,leh,lejH,
16149,𣛒,lèi,奈,2380,郎計,來,開,四,齊,去,去十二霽,去八霽,leh,lejH,
16150,㿛,lèi,麗,2380,郎計,來,開,四,齊,去,去十二霽,去八霽,leh,lejH,
16151,𧢮,lèi,麗,2380,郎計,來,開,四,齊,去,去十二霽,去八霽,leh,lejH,
16152,䕻,lèi,麗,2380,郎計,來,開,四,齊,去,去十二霽,去八霽,leh,lejH,
16153,𩘡,lèi,刕,2380,郎計,來,開,四,齊,去,去十二霽,去八霽,leh,lejH,
16154,離,lèi,离,2380,郎計,來,開,四,齊,去,去十二霽,去八霽,leh,lejH,
16155,𣟌,lèi,隶,2380,郎計,來,開,四,齊,去,去十二霽,去八霽,leh,lejH,
16156,𥱻,thr*èi,余,2381,丑戾,徹,開,四,齊,去,去十二霽,去八霽,thr'eh,trhejH,
16157,泥,nèi,尼,2382,奴計,泥,開,四,齊,去,去十二霽,去八霽,neh,nejH,
16158,埿,nèi,尼,2382,奴計,泥,開,四,齊,去,去十二霽,去八霽,neh,nejH,
16159,𢤇,nèi,𢤇,2382,奴計,泥,開,四,齊,去,去十二霽,去八霽,neh,nejH,
16160,迡,nèi,尼,2382,奴計,泥,開,四,齊,去,去十二霽,去八霽,neh,nejH,
16161,濘,nèi,寧,2382,奴計,泥,開,四,齊,去,去十二霽,去八霽,neh,nejH,
16162,㰥,qhèi,世,2383,呼計,曉,開,四,齊,去,去十二霽,去八霽,heh,xejH,
16163,㚛,qhèi,旨,2383,呼計,曉,開,四,齊,去,去十二霽,去八霽,heh,xejH,
16164,殢,qhèi,帶,2383,呼計,曉,開,四,齊,去,去十二霽,去八霽,heh,xejH,
16165,祭,cièi,祭,2384,子例,精,開,三,祭A,去,去十三祭,去八霽,cied,tsjejH,
16166,際,cièi,祭,2384,子例,精,開,三,祭A,去,去十三祭,去八霽,cied,tsjejH,
16167,穄,cièi,祭,2384,子例,精,開,三,祭A,去,去十三祭,去八霽,cied,tsjejH,
16168,鰶,cièi,祭,2384,子例,精,開,三,祭A,去,去十三祭,去八霽,cied,tsjejH,
16169,𩯷,cièi,崔,2384,子例,精,開,三,祭A,去,去十三祭,去八霽,cied,tsjejH,
16170,㦣,cièi,衛,2384,子例,精,開,三,祭A,去,去十三祭,去八霽,cied,tsjejH,
16171,穧,cièi,齊,2384,子例,精,開,三,祭A,去,去十三祭,去八霽,cied,tsjejH,
16172,歲,syèi,歲,2385,相銳,心,合,三,祭A,去,去十三祭,去八霽,syed,sjwejH,
16173,櫘,syèi,彗,2385,相銳,心,合,三,祭A,去,去十三祭,去八霽,syed,sjwejH,
16174,𦄑,syèi,彗,2385,相銳,心,合,三,祭A,去,去十三祭,去八霽,syed,sjwejH,
16175,繐,syèi,惠,2385,相銳,心,合,三,祭A,去,去十三祭,去八霽,syed,sjwejH,
16176,衞,xryèi,衛,2386,于歲,云,合,三,祭B,去,去十三祭,去八霽,yed,hjwejH,
16177,軎,xryèi,軎,2386,于歲,云,合,三,祭B,去,去十三祭,去八霽,yed,hjwejH,
16178,轊,xryèi,彗,2386,于歲,云,合,三,祭B,去,去十三祭,去八霽,yed,hjwejH,
16179,璏,xryèi,彘,2386,于歲,云,合,三,祭B,去,去十三祭,去八霽,yed,hjwejH,
16180,𥶽,xryèi,衛,2386,于歲,云,合,三,祭B,去,去十三祭,去八霽,yed,hjwejH,
16181,𧲝,xryèi,衛,2386,于歲,云,合,三,祭B,去,去十三祭,去八霽,yed,hjwejH,
16182,𧲔,xryèi,衛,2386,于歲,云,合,三,祭B,去,去十三祭,去八霽,yed,hjwejH,
16183,槥,xryèi,彗,2386,于歲,云,合,三,祭B,去,去十三祭,去八霽,yed,hjwejH,
16184,彗,xryèi,彗,2386,于歲,云,合,三,祭B,去,去十三祭,去八霽,yed,hjwejH,
16185,㦣,xryèi,衛,2386,于歲,云,合,三,祭B,去,去十三祭,去八霽,yed,hjwejH,
16186,讏,xryèi,衛,2386,于歲,云,合,三,祭B,去,去十三祭,去八霽,yed,hjwejH,
16187,𤜂,xryèi,衛,2386,于歲,云,合,三,祭B,去,去十三祭,去八霽,yed,hjwejH,
16188,熭,xryèi,彗,2386,于歲,云,合,三,祭B,去,去十三祭,去八霽,yed,hjwejH,
16189,芮,nyèi,内,2387,而銳,日,合,三,祭A,去,去十三祭,去八霽,njyed,nywejH,
16190,汭,nyèi,内,2387,而銳,日,合,三,祭A,去,去十三祭,去八霽,njyed,nywejH,
16191,枘,nyèi,内,2387,而銳,日,合,三,祭A,去,去十三祭,去八霽,njyed,nywejH,
16192,蜹,nyèi,内,2387,而銳,日,合,三,祭A,去,去十三祭,去八霽,njyed,nywejH,
16193,笍,nyèi,内,2387,而銳,日,合,三,祭A,去,去十三祭,去八霽,njyed,nywejH,
16194,鈉,nyèi,内,2387,而銳,日,合,三,祭A,去,去十三祭,去八霽,njyed,nywejH,
16195,贅,tyèi,出,2388,之銳,章,合,三,祭A,去,去十三祭,去八霽,cjyed,tsywejH,
16196,𠭥,tyèi,出,2388,之銳,章,合,三,祭A,去,去十三祭,去八霽,cjyed,tsywejH,
16197,𠻜,sryèi,率,2389,山芮,生,合,三,祭B,去,去十三祭,去八霽,sryed,srjwejH,
16198,毳,chyèi,毳,2390,此芮,清,合,三,祭A,去,去十三祭,去八霽,chyed,tshjwejH,
16199,韢,chyèi,惠,2390,此芮,清,合,三,祭A,去,去十三祭,去八霽,chyed,tshjwejH,
16200,脃,chyèi,脃,2390,此芮,清,合,三,祭A,去,去十三祭,去八霽,chyed,tshjwejH,
16201,膬,chyèi,毳,2390,此芮,清,合,三,祭A,去,去十三祭,去八霽,chyed,tshjwejH,
16202,脆,chyèi,危,2390,此芮,清,合,三,祭A,去,去十三祭,去八霽,chyed,tshjwejH,
16203,帨,chyèi,兌,2390,此芮,清,合,三,祭A,去,去十三祭,去八霽,chyed,tshjwejH,
16204,竁,chyèi,毳,2390,此芮,清,合,三,祭A,去,去十三祭,去八霽,chyed,tshjwejH,
16205,𣃍,chyèi,算,2390,此芮,清,合,三,祭A,去,去十三祭,去八霽,chyed,tshjwejH,
16206,𧑎,chyèi,出,2390,此芮,清,合,三,祭A,去,去十三祭,去八霽,chyed,tshjwejH,
16207,㓹,chyèi,炎,2390,此芮,清,合,三,祭A,去,去十三祭,去八霽,chyed,tshjwejH,
16208,㯔,chyèi,毳,2390,此芮,清,合,三,祭A,去,去十三祭,去八霽,chyed,tshjwejH,
16209,𤂳,chyèi,算,2390,此芮,清,合,三,祭A,去,去十三祭,去八霽,chyed,tshjwejH,
16210,銳,jyèi,兌,2391,以芮,以,合,三,祭A,去,去十三祭,去八霽,jyed,ywejH,
16211,銴,jyèi,折,2391,以芮,以,合,三,祭A,去,去十三祭,去八霽,jyed,ywejH,
16212,叡,jyèi,睿,2391,以芮,以,合,三,祭A,去,去十三祭,去八霽,jyed,ywejH,
16213,睿,jyèi,睿,2391,以芮,以,合,三,祭A,去,去十三祭,去八霽,jyed,ywejH,
16214,䓲,jyèi,兌,2391,以芮,以,合,三,祭A,去,去十三祭,去八霽,jyed,ywejH,
16215,蜹,jyèi,内,2391,以芮,以,合,三,祭A,去,去十三祭,去八霽,jyed,ywejH,
16216,綴,tryèi,叕,2392,陟衛,知,合,三,祭B,去,去十三祭,去八霽,tryed,trjwejH,
16217,醊,tryèi,叕,2392,陟衛,知,合,三,祭B,去,去十三祭,去八霽,tryed,trjwejH,
16218,畷,tryèi,叕,2392,陟衛,知,合,三,祭B,去,去十三祭,去八霽,tryed,trjwejH,
16219,笍,tryèi,内,2392,陟衛,知,合,三,祭B,去,去十三祭,去八霽,tryed,trjwejH,
16220,䄌,tryèi,叕,2392,陟衛,知,合,三,祭B,去,去十三祭,去八霽,tryed,trjwejH,
16221,啜,tryèi,叕,2392,陟衛,知,合,三,祭B,去,去十三祭,去八霽,tryed,trjwejH,
16222,餟,tryèi,叕,2392,陟衛,知,合,三,祭B,去,去十三祭,去八霽,tryed,trjwejH,
16223,腏,tryèi,叕,2392,陟衛,知,合,三,祭B,去,去十三祭,去八霽,tryed,trjwejH,
16224,錣,tryèi,叕,2392,陟衛,知,合,三,祭B,去,去十三祭,去八霽,tryed,trjwejH,
16225,卂,tryèi,卂,2392,陟衛,知,合,三,祭B,去,去十三祭,去八霽,tryed,trjwejH,
16226,輟,tryèi,叕,2392,陟衛,知,合,三,祭B,去,去十三祭,去八霽,tryed,trjwejH,
16227,稅,shyèi,兌,2393,舒芮,書,合,三,祭A,去,去十三祭,去八霽,sjyed,sywejH,
16228,說,shyèi,兌,2393,舒芮,書,合,三,祭A,去,去十三祭,去八霽,sjyed,sywejH,
16229,裞,shyèi,兌,2393,舒芮,書,合,三,祭A,去,去十三祭,去八霽,sjyed,sywejH,
16230,蛻,shyèi,兌,2393,舒芮,書,合,三,祭A,去,去十三祭,去八霽,sjyed,sywejH,
16231,帨,shyèi,兌,2393,舒芮,書,合,三,祭A,去,去十三祭,去八霽,sjyed,sywejH,
16232,𢄢,shyèi,執,2393,舒芮,書,合,三,祭A,去,去十三祭,去八霽,sjyed,sywejH,
16233,涗,shyèi,兌,2393,舒芮,書,合,三,祭A,去,去十三祭,去八霽,sjyed,sywejH,
16234,䬽,shyèi,兌,2393,舒芮,書,合,三,祭A,去,去十三祭,去八霽,sjyed,sywejH,
16235,䭨,shyèi,雋,2393,舒芮,書,合,三,祭A,去,去十三祭,去八霽,sjyed,sywejH,
16236,獘,bièi,敝,2394,毗祭,並,開,三,祭A,去,去十三祭,去八霽,bjed,bjiejH,
16237,斃,bièi,敝,2394,毗祭,並,開,三,祭A,去,去十三祭,去八霽,bjed,bjiejH,
16238,幣,bièi,敝,2394,毗祭,並,開,三,祭A,去,去十三祭,去八霽,bjed,bjiejH,
16239,㡀,bièi,敝,2394,毗祭,並,開,三,祭A,去,去十三祭,去八霽,bjed,bjiejH,
16240,敝,bièi,敝,2394,毗祭,並,開,三,祭A,去,去十三祭,去八霽,bjed,bjiejH,
16241,㯔,chryèi,毳,2395,楚稅,初,合,三,祭B,去,去十三祭,去八霽,chryed,tsrhjwejH,
16242,𣃍,chryèi,算,2395,楚稅,初,合,三,祭B,去,去十三祭,去八霽,chryed,tsrhjwejH,
16243,竁,chryèi,毳,2395,楚稅,初,合,三,祭B,去,去十三祭,去八霽,chryed,tsrhjwejH,
16244,毳,chryèi,毳,2395,楚稅,初,合,三,祭B,去,去十三祭,去八霽,chryed,tsrhjwejH,
16245,篲,zyèi,彗,2396,祥歲,邪,合,三,祭A,去,去十三祭,去八霽,zsyed,zjwejH,
16246,𥱵,zyèi,習,2396,祥歲,邪,合,三,祭A,去,去十三祭,去八霽,zsyed,zjwejH,
16247,鏏,zyèi,彗,2396,祥歲,邪,合,三,祭A,去,去十三祭,去八霽,zsyed,zjwejH,
16248,彗,zyèi,彗,2396,祥歲,邪,合,三,祭A,去,去十三祭,去八霽,zsyed,zjwejH,
16249,𪔊,zyèi,彗,2396,祥歲,邪,合,三,祭A,去,去十三祭,去八霽,zsyed,zjwejH,
16250,槥,zyèi,彗,2396,祥歲,邪,合,三,祭A,去,去十三祭,去八霽,zsyed,zjwejH,
16251,軎,zyèi,軎,2396,祥歲,邪,合,三,祭A,去,去十三祭,去八霽,zsyed,zjwejH,
16252,轊,zyèi,彗,2396,祥歲,邪,合,三,祭A,去,去十三祭,去八霽,zsyed,zjwejH,
16253,𢅫,zyèi,彗,2396,祥歲,邪,合,三,祭A,去,去十三祭,去八霽,zsyed,zjwejH,
16254,蔽,pièi,敝,2397,必袂,幫,開,三,祭A,去,去十三祭,去八霽,pjed,pjiejH,
16255,鄨,pièi,敝,2397,必袂,幫,開,三,祭A,去,去十三祭,去八霽,pjed,pjiejH,
16256,鷩,pièi,敝,2397,必袂,幫,開,三,祭A,去,去十三祭,去八霽,pjed,pjiejH,
16257,彆,pièi,敝,2397,必袂,幫,開,三,祭A,去,去十三祭,去八霽,pjed,pjiejH,
16258,劌,kryèi,歲,2398,居衛,見,合,三,祭B,去,去十三祭,去八霽,kyed,kjwejH,
16259,鱖,kryèi,欮,2398,居衛,見,合,三,祭B,去,去十三祭,去八霽,kyed,kjwejH,
16260,𠜾,kryèi,出,2398,居衛,見,合,三,祭B,去,去十三祭,去八霽,kyed,kjwejH,
16261,𨇙,kryèi,衛,2398,居衛,見,合,三,祭B,去,去十三祭,去八霽,kyed,kjwejH,
16262,蹶,kryèi,欮,2398,居衛,見,合,三,祭B,去,去十三祭,去八霽,kyed,kjwejH,
16263,𤜂,kryèi,衛,2398,居衛,見,合,三,祭B,去,去十三祭,去八霽,kyed,kjwejH,
16264,袂,mièi,夬,2399,彌獘,明,開,三,祭A,去,去十三祭,去八霽,mjed,mjiejH,
16265,㡜,srièi,祭,2400,所例,生,開,三,祭B,去,去十三祭,去八霽,sried,srjejH,
16266,鎩,srièi,殺,2400,所例,生,開,三,祭B,去,去十三祭,去八霽,sried,srjejH,
16267,蔱,srièi,殺,2400,所例,生,開,三,祭B,去,去十三祭,去八霽,sried,srjejH,
16268,掣,thièi,制,2401,尺制,昌,開,三,祭A,去,去十三祭,去八霽,chjed,tsyhejH,
16269,瘛,thièi,丯,2401,尺制,昌,開,三,祭A,去,去十三祭,去八霽,chjed,tsyhejH,
16270,懘,thièi,帶,2401,尺制,昌,開,三,祭A,去,去十三祭,去八霽,chjed,tsyhejH,
16271,痸,thièi,制,2401,尺制,昌,開,三,祭A,去,去十三祭,去八霽,chjed,tsyhejH,
16272,𤸪,thièi,丯,2401,尺制,昌,開,三,祭A,去,去十三祭,去八霽,chjed,tsyhejH,
16273,𢜳,thièi,壴,2401,尺制,昌,開,三,祭A,去,去十三祭,去八霽,chjed,tsyhejH,
16274,銐,thièi,列,2401,尺制,昌,開,三,祭A,去,去十三祭,去八霽,chjed,tsyhejH,
16275,𤢻,thièi,帶,2401,尺制,昌,開,三,祭A,去,去十三祭,去八霽,chjed,tsyhejH,
16276,制,tièi,制,2402,征例,章,開,三,祭A,去,去十三祭,去八霽,cjed,tsyejH,
16277,𠛐,tièi,未,2402,征例,章,開,三,祭A,去,去十三祭,去八霽,cjed,tsyejH,
16278,𦜗,tièi,制,2402,征例,章,開,三,祭A,去,去十三祭,去八霽,cjed,tsyejH,
16279,淛,tièi,制,2402,征例,章,開,三,祭A,去,去十三祭,去八霽,cjed,tsyejH,
16280,製,tièi,制,2402,征例,章,開,三,祭A,去,去十三祭,去八霽,cjed,tsyejH,
16281,䎺,tièi,制,2402,征例,章,開,三,祭A,去,去十三祭,去八霽,cjed,tsyejH,
16282,晢,tièi,折,2402,征例,章,開,三,祭A,去,去十三祭,去八霽,cjed,tsyejH,
16283,䇽,tièi,折,2402,征例,章,開,三,祭A,去,去十三祭,去八霽,cjed,tsyejH,
