0,字,隋語拼音,聲符,小韻,反切,聲母,開合,等呼,韻母,聲調,《廣韻》韻目,平水韻,中古拼音,白氏拼音,他數據
1181,知,trie,矢,124,陟移,知,開,三,支B,平,上平五支,上平四支,trie,trje,
1182,䵹,trie,矢,124,陟移,知,開,三,支B,平,上平五支,上平四支,trie,trje,
1183,鼅,trie,矢,124,陟移,知,開,三,支B,平,上平五支,上平四支,trie,trje,
1184,蜘,trie,矢,124,陟移,知,開,三,支B,平,上平五支,上平四支,trie,trje,
1185,䣽,trie,矢,124,陟移,知,開,三,支B,平,上平五支,上平四支,trie,trje,
1186,䝷,trie,矢,124,陟移,知,開,三,支B,平,上平五支,上平四支,trie,trje,
1187,漪,qrie,奇,125,於離,影,開,三,支B,平,上平五支,上平四支,qie,'je,
1188,猗,qrie,奇,125,於離,影,開,三,支B,平,上平五支,上平四支,qie,'je,
1189,椅,qrie,奇,125,於離,影,開,三,支B,平,上平五支,上平四支,qie,'je,
1190,旖,qrie,奇,125,於離,影,開,三,支B,平,上平五支,上平四支,qie,'je,
1191,禕,qrie,韋,125,於離,影,開,三,支B,平,上平五支,上平四支,qie,'je,
1192,陭,qrie,奇,125,於離,影,開,三,支B,平,上平五支,上平四支,qie,'je,
1193,欹,qrie,奇,125,於離,影,開,三,支B,平,上平五支,上平四支,qie,'je,
1194,㾨,qrie,奇,125,於離,影,開,三,支B,平,上平五支,上平四支,qie,'je,
1195,犄,qrie,奇,125,於離,影,開,三,支B,平,上平五支,上平四支,qie,'je,
1196,𩕲,qrie,奇,125,於離,影,開,三,支B,平,上平五支,上平四支,qie,'je,
1197,檹,qrie,奇,125,於離,影,開,三,支B,平,上平五支,上平四支,qie,'je,
1198,馳,drie,也,126,直離,澄,開,三,支B,平,上平五支,上平四支,drie,drje,
1199,趍,drie,多,126,直離,澄,開,三,支B,平,上平五支,上平四支,drie,drje,
1200,池,drie,也,126,直離,澄,開,三,支B,平,上平五支,上平四支,drie,drje,
1201,簃,drie,多,126,直離,澄,開,三,支B,平,上平五支,上平四支,drie,drje,
1202,篪,drie,虒,126,直離,澄,開,三,支B,平,上平五支,上平四支,drie,drje,
1203,䶵,drie,虒,126,直離,澄,開,三,支B,平,上平五支,上平四支,drie,drje,
1204,踟,drie,矢,126,直離,澄,開,三,支B,平,上平五支,上平四支,drie,drje,
1205,褫,drie,虒,126,直離,澄,開,三,支B,平,上平五支,上平四支,drie,drje,
1206,䪧,drie,也,126,直離,澄,開,三,支B,平,上平五支,上平四支,drie,drje,
1207,䶔,drie,也,126,直離,澄,開,三,支B,平,上平五支,上平四支,drie,drje,
1208,誃,drie,多,126,直離,澄,開,三,支B,平,上平五支,上平四支,drie,drje,
1209,傂,drie,虒,126,直離,澄,開,三,支B,平,上平五支,上平四支,drie,drje,
1210,䞾,drie,虒,126,直離,澄,開,三,支B,平,上平五支,上平四支,drie,drje,
1211,眭,sye,圭,127,息爲,心,合,三,支A,平,上平五支,上平四支,sye,sjwe,
1212,危,ŋrye,危,128,魚爲,疑,合,三,支B,平,上平五支,上平四支,ngye,ngjwe,
1213,㕒,ŋrye,我,128,魚爲,疑,合,三,支B,平,上平五支,上平四支,ngye,ngjwe,
1214,洈,ŋrye,危,128,魚爲,疑,合,三,支B,平,上平五支,上平四支,ngye,ngjwe,
1215,峗,ŋrye,危,128,魚爲,疑,合,三,支B,平,上平五支,上平四支,ngye,ngjwe,
1216,詑,qhie,它,129,香支,曉,開,三,支A,平,上平五支,上平四支,hje,xjie,
1217,焁,qhie,吹,129,香支,曉,開,三,支A,平,上平五支,上平四支,hje,xjie,
1218,釃,srie,麗,130,所宜,生,開,三,支B,平,上平五支,上平四支,srie,srje,
1219,簁,srie,徙,130,所宜,生,開,三,支B,平,上平五支,上平四支,srie,srje,
1220,欐,srie,麗,130,所宜,生,開,三,支B,平,上平五支,上平四支,srie,srje,
1221,襹,srie,麗,130,所宜,生,開,三,支B,平,上平五支,上平四支,srie,srje,
1222,褷,srie,徙,130,所宜,生,開,三,支B,平,上平五支,上平四支,srie,srje,
1223,𧕯,srie,麗,130,所宜,生,開,三,支B,平,上平五支,上平四支,srie,srje,
1224,籭,srie,麗,130,所宜,生,開,三,支B,平,上平五支,上平四支,srie,srje,
1225,䪎,srye,雋,131,山垂,生,合,三,支B,平,上平五支,上平四支,srye,srjwe,
1226,䭨,srye,雋,131,山垂,生,合,三,支B,平,上平五支,上平四支,srye,srjwe,
1227,痿,nye,委,132,人垂,日,合,三,支A,平,上平五支,上平四支,njye,nywe,
1228,䬐,nye,委,132,人垂,日,合,三,支A,平,上平五支,上平四支,njye,nywe,
1229,厜,cie,垂,133,姊移,精,開,三,支A,平,上平五支,上平四支,cie,tsje,
1230,觜,cie,此,133,姊移,精,開,三,支A,平,上平五支,上平四支,cie,tsje,
1231,纗,cie,雋,133,姊移,精,開,三,支A,平,上平五支,上平四支,cie,tsje,
1232,惢,cie,惢,133,姊移,精,開,三,支A,平,上平五支,上平四支,cie,tsje,
1233,嫢,cie,規,133,姊移,精,開,三,支A,平,上平五支,上平四支,cie,tsje,
1234,㭰,cie,此,133,姊移,精,開,三,支A,平,上平五支,上平四支,cie,tsje,
1235,𩓸,kye,支,134,居隋,見,合,三,支A,平,上平五支,上平四支,kjye,kjwie,
1236,𩓡,kye,支,134,居隋,見,合,三,支A,平,上平五支,上平四支,kjye,kjwie,
1237,槻,kye,規,134,居隋,見,合,三,支A,平,上平五支,上平四支,kjye,kjwie,
1238,規,kye,規,134,居隋,見,合,三,支A,平,上平五支,上平四支,kjye,kjwie,
1239,鬹,kye,規,134,居隋,見,合,三,支A,平,上平五支,上平四支,kjye,kjwie,
1240,𨾚,kye,規,134,居隋,見,合,三,支A,平,上平五支,上平四支,kjye,kjwie,
1241,摫,kye,規,134,居隋,見,合,三,支A,平,上平五支,上平四支,kjye,kjwie,
1242,劑,cye,齊,135,遵爲,精,合,三,支A,平,上平五支,上平四支,cye,tsjwe,
1243,㭰,cye,此,135,遵爲,精,合,三,支A,平,上平五支,上平四支,cye,tsjwe,
1244,𦸺,cye,此,135,遵爲,精,合,三,支A,平,上平五支,上平四支,cye,tsjwe,
1245,臇,cye,雋,135,遵爲,精,合,三,支A,平,上平五支,上平四支,cye,tsjwe,
1246,𤎱,cye,雋,135,遵爲,精,合,三,支A,平,上平五支,上平四支,cye,tsjwe,
1247,㷷,cye,巽,135,遵爲,精,合,三,支A,平,上平五支,上平四支,cye,tsjwe,
1248,衰,chrye,衰,136,楚危,初,合,三,支B,平,上平五支,上平四支,chrye,tsrhjwe,
1249,夊,chrye,夊,136,楚危,初,合,三,支B,平,上平五支,上平四支,chrye,tsrhjwe,
1250,腄,trye,垂,137,竹垂,知,合,三,支B,平,上平五支,上平四支,trye,trjwe,
1251,箠,trye,垂,137,竹垂,知,合,三,支B,平,上平五支,上平四支,trye,trjwe,
1252,㩾,trye,垂,137,竹垂,知,合,三,支B,平,上平五支,上平四支,trye,trjwe,
1253,䮔,cye,垂,138,子垂,精,合,三,支A,平,上平五支,上平四支,cye,tsjwe,
1254,眵,thie,多,139,叱支,昌,開,三,支A,平,上平五支,上平四支,chje,tsyhe,
1255,䌳,thie,爾,139,叱支,昌,開,三,支A,平,上平五支,上平四支,chje,tsyhe,
1256,齜,crie,此,140,側移,莊,開,三,支B,平,上平五支,上平四支,crie,tsrje,
1257,𤿎,phie,皮,141,匹支,滂,開,三,支A,平,上平五支,上平四支,phje,phjie,
1258,䔺,jye,隓,142,悅吹,以,合,三,支A,平,上平五支,上平四支,jye,ywe,
1259,𩁌,jye,隓,142,悅吹,以,合,三,支A,平,上平五支,上平四支,jye,ywe,
1260,蠵,jye,雟,142,悅吹,以,合,三,支A,平,上平五支,上平四支,jye,ywe,
1261,欈,jye,雋,142,悅吹,以,合,三,支A,平,上平五支,上平四支,jye,ywe,
1262,𧲚,jye,雋,142,悅吹,以,合,三,支A,平,上平五支,上平四支,jye,ywe,
1263,䝐,jye,隓,142,悅吹,以,合,三,支A,平,上平五支,上平四支,jye,ywe,
1264,齹,dzrie,左,143,士移,崇,開,三,支B,平,上平五支,上平四支,zrie,dzrje,
1265,脂,ti,旨,144,旨夷,章,開,三,脂A,平,上平六脂,上平四支,cjii,tsyij,
1266,祗,ti,氐,144,旨夷,章,開,三,脂A,平,上平六脂,上平四支,cjii,tsyij,
1267,汦,ti,氏,144,旨夷,章,開,三,脂A,平,上平六脂,上平四支,cjii,tsyij,
1268,砥,ti,氐,144,旨夷,章,開,三,脂A,平,上平六脂,上平四支,cjii,tsyij,
1269,栺,ti,旨,144,旨夷,章,開,三,脂A,平,上平六脂,上平四支,cjii,tsyij,
1270,鴲,ti,旨,144,旨夷,章,開,三,脂A,平,上平六脂,上平四支,cjii,tsyij,
1271,㴯,ti,旨,144,旨夷,章,開,三,脂A,平,上平六脂,上平四支,cjii,tsyij,
1272,疻,ti,只,144,旨夷,章,開,三,脂A,平,上平六脂,上平四支,cjii,tsyij,
1273,䓜,ti,氐,144,旨夷,章,開,三,脂A,平,上平六脂,上平四支,cjii,tsyij,
1274,𥁼,ti,氐,144,旨夷,章,開,三,脂A,平,上平六脂,上平四支,cjii,tsyij,
1275,姨,ji,夷,145,以脂,以,開,三,脂A,平,上平六脂,上平四支,jii,yij,
1276,彞,ji,彞,145,以脂,以,開,三,脂A,平,上平六脂,上平四支,jii,yij,
1277,寅,ji,寅,145,以脂,以,開,三,脂A,平,上平六脂,上平四支,jii,yij,
1278,夷,ji,夷,145,以脂,以,開,三,脂A,平,上平六脂,上平四支,jii,yij,
1279,峓,ji,夷,145,以脂,以,開,三,脂A,平,上平六脂,上平四支,jii,yij,
1280,恞,ji,夷,145,以脂,以,開,三,脂A,平,上平六脂,上平四支,jii,yij,
1281,眱,ji,夷,145,以脂,以,開,三,脂A,平,上平六脂,上平四支,jii,yij,
1282,𣟗,ji,彞,145,以脂,以,開,三,脂A,平,上平六脂,上平四支,jii,yij,
1283,珆,ji,台,145,以脂,以,開,三,脂A,平,上平六脂,上平四支,jii,yij,
1284,蔩,ji,寅,145,以脂,以,開,三,脂A,平,上平六脂,上平四支,jii,yij,
1285,𡰥,ji,二,145,以脂,以,開,三,脂A,平,上平六脂,上平四支,jii,yij,
1286,痍,ji,夷,145,以脂,以,開,三,脂A,平,上平六脂,上平四支,jii,yij,
1287,䧅,ji,夷,145,以脂,以,開,三,脂A,平,上平六脂,上平四支,jii,yij,
1288,荑,ji,夷,145,以脂,以,開,三,脂A,平,上平六脂,上平四支,jii,yij,
1289,桋,ji,夷,145,以脂,以,開,三,脂A,平,上平六脂,上平四支,jii,yij,
1290,蛦,ji,夷,145,以脂,以,開,三,脂A,平,上平六脂,上平四支,jii,yij,
1291,胰,ji,夷,145,以脂,以,開,三,脂A,平,上平六脂,上平四支,jii,yij,
1292,鮧,ji,夷,145,以脂,以,開,三,脂A,平,上平六脂,上平四支,jii,yij,
1293,羠,ji,夷,145,以脂,以,開,三,脂A,平,上平六脂,上平四支,jii,yij,
1294,羨,ji,羡,145,以脂,以,開,三,脂A,平,上平六脂,上平四支,jii,yij,
1295,鏔,ji,寅,145,以脂,以,開,三,脂A,平,上平六脂,上平四支,jii,yij,
1296,𢓡,ji,夷,145,以脂,以,開,三,脂A,平,上平六脂,上平四支,jii,yij,
1297,鴺,ji,夷,145,以脂,以,開,三,脂A,平,上平六脂,上平四支,jii,yij,
1298,𡱐,ji,夷,145,以脂,以,開,三,脂A,平,上平六脂,上平四支,jii,yij,
1299,跠,ji,夷,145,以脂,以,開,三,脂A,平,上平六脂,上平四支,jii,yij,
1300,洟,ji,夷,145,以脂,以,開,三,脂A,平,上平六脂,上平四支,jii,yij,
1301,師,sri,師,146,疏夷,生,開,三,脂B,平,上平六脂,上平四支,srii,srij,
1302,鰤,sri,師,146,疏夷,生,開,三,脂B,平,上平六脂,上平四支,srii,srij,
1303,蒒,sri,師,146,疏夷,生,開,三,脂B,平,上平六脂,上平四支,srii,srij,
1304,篩,sri,師,146,疏夷,生,開,三,脂B,平,上平六脂,上平四支,srii,srij,
1305,獅,sri,師,146,疏夷,生,開,三,脂B,平,上平六脂,上平四支,srii,srij,
1306,螄,sri,師,146,疏夷,生,開,三,脂B,平,上平六脂,上平四支,srii,srij,
1307,𣬈,bi,比,147,房脂,並,開,三,脂A,平,上平六脂,上平四支,bjii,bjij,
1308,毗,bi,比,147,房脂,並,開,三,脂A,平,上平六脂,上平四支,bjii,bjij,
1309,比,bi,比,147,房脂,並,開,三,脂A,平,上平六脂,上平四支,bjii,bjij,
1310,琵,bi,比,147,房脂,並,開,三,脂A,平,上平六脂,上平四支,bjii,bjij,
1311,㮰,bi,比,147,房脂,並,開,三,脂A,平,上平六脂,上平四支,bjii,bjij,
1312,芘,bi,比,147,房脂,並,開,三,脂A,平,上平六脂,上平四支,bjii,bjij,
1313,沘,bi,比,147,房脂,並,開,三,脂A,平,上平六脂,上平四支,bjii,bjij,
1314,貔,bi,比,147,房脂,並,開,三,脂A,平,上平六脂,上平四支,bjii,bjij,
1315,豼,bi,比,147,房脂,並,開,三,脂A,平,上平六脂,上平四支,bjii,bjij,
1316,膍,bi,比,147,房脂,並,開,三,脂A,平,上平六脂,上平四支,bjii,bjij,
1317,肶,bi,比,147,房脂,並,開,三,脂A,平,上平六脂,上平四支,bjii,bjij,
1318,蚍,bi,比,147,房脂,並,開,三,脂A,平,上平六脂,上平四支,bjii,bjij,
1319,𧖈,bi,比,147,房脂,並,開,三,脂A,平,上平六脂,上平四支,bjii,bjij,
1320,枇,bi,比,147,房脂,並,開,三,脂A,平,上平六脂,上平四支,bjii,bjij,
1321,仳,bi,比,147,房脂,並,開,三,脂A,平,上平六脂,上平四支,bjii,bjij,
1322,𨈚,bi,比,147,房脂,並,開,三,脂A,平,上平六脂,上平四支,bjii,bjij,
1323,魮,bi,比,147,房脂,並,開,三,脂A,平,上平六脂,上平四支,bjii,bjij,
1324,鈚,bi,比,147,房脂,並,開,三,脂A,平,上平六脂,上平四支,bjii,bjij,
1325,𦳈,bi,比,147,房脂,並,開,三,脂A,平,上平六脂,上平四支,bjii,bjij,
1326,𦊁,bi,比,147,房脂,並,開,三,脂A,平,上平六脂,上平四支,bjii,bjij,
1327,阰,bi,比,147,房脂,並,開,三,脂A,平,上平六脂,上平四支,bjii,bjij,
1328,𧑜,bi,比,147,房脂,並,開,三,脂A,平,上平六脂,上平四支,bjii,bjij,
1329,鵧,bi,并,147,房脂,並,開,三,脂A,平,上平六脂,上平四支,bjii,bjij,
1330,咨,ci,次,148,即夷,精,開,三,脂A,平,上平六脂,上平四支,cii,tsij,
1331,資,ci,次,148,即夷,精,開,三,脂A,平,上平六脂,上平四支,cii,tsij,
1332,粢,ci,次,148,即夷,精,開,三,脂A,平,上平六脂,上平四支,cii,tsij,
1333,𪗉,ci,齊,148,即夷,精,開,三,脂A,平,上平六脂,上平四支,cii,tsij,
1334,𪗋,ci,齊,148,即夷,精,開,三,脂A,平,上平六脂,上平四支,cii,tsij,
1335,𧞓,ci,齊,148,即夷,精,開,三,脂A,平,上平六脂,上平四支,cii,tsij,
1336,諮,ci,次,148,即夷,精,開,三,脂A,平,上平六脂,上平四支,cii,tsij,
1337,姿,ci,次,148,即夷,精,開,三,脂A,平,上平六脂,上平四支,cii,tsij,
1338,齍,ci,皿,148,即夷,精,開,三,脂A,平,上平六脂,上平四支,cii,tsij,
1339,澬,ci,次,148,即夷,精,開,三,脂A,平,上平六脂,上平四支,cii,tsij,
1340,𣳩,ci,次,148,即夷,精,開,三,脂A,平,上平六脂,上平四支,cii,tsij,
1341,齎,ci,齊,148,即夷,精,開,三,脂A,平,上平六脂,上平四支,cii,tsij,
1342,蒫,ci,左,148,即夷,精,開,三,脂A,平,上平六脂,上平四支,cii,tsij,
1343,𩆂,ci,次,148,即夷,精,開,三,脂A,平,上平六脂,上平四支,cii,tsij,
1344,𩄚,ci,真,148,即夷,精,開,三,脂A,平,上平六脂,上平四支,cii,tsij,
1345,飢,kri,几,149,居夷,見,開,三,脂B,平,上平六脂,上平四支,kii,kij,
1346,机,kri,几,149,居夷,見,開,三,脂B,平,上平六脂,上平四支,kii,kij,
1347,肌,kri,几,149,居夷,見,開,三,脂B,平,上平六脂,上平四支,kii,kij,
1348,虮,kri,几,149,居夷,見,開,三,脂B,平,上平六脂,上平四支,kii,kij,
1349,鴟,thi,氐,150,處脂,昌,開,三,脂A,平,上平六脂,上平四支,chjii,tsyhij,
1350,𨾦,thi,氐,150,處脂,昌,開,三,脂A,平,上平六脂,上平四支,chjii,tsyhij,
1351,鵄,thi,至,150,處脂,昌,開,三,脂A,平,上平六脂,上平四支,chjii,tsyhij,
1352,胵,thi,至,150,處脂,昌,開,三,脂A,平,上平六脂,上平四支,chjii,tsyhij,
1353,𩶅,thi,氐,150,處脂,昌,開,三,脂A,平,上平六脂,上平四支,chjii,tsyhij,
1354,𧪡,thi,旨,150,處脂,昌,開,三,脂A,平,上平六脂,上平四支,chjii,tsyhij,
1355,𨒬,thi,至,150,處脂,昌,開,三,脂A,平,上平六脂,上平四支,chjii,tsyhij,
1356,絺,thri,希,151,丑飢,徹,開,三,脂B,平,上平六脂,上平四支,thrii,trhij,
1357,辴,thri,辰,151,丑飢,徹,開,三,脂B,平,上平六脂,上平四支,thrii,trhij,
1358,郗,thri,希,151,丑飢,徹,開,三,脂B,平,上平六脂,上平四支,thrii,trhij,
1359,𥭘,thri,希,151,丑飢,徹,開,三,脂B,平,上平六脂,上平四支,thrii,trhij,
1360,脪,thri,希,151,丑飢,徹,開,三,脂B,平,上平六脂,上平四支,thrii,trhij,
1361,瓻,thri,希,151,丑飢,徹,開,三,脂B,平,上平六脂,上平四支,thrii,trhij,
1362,訵,thri,四,151,丑飢,徹,開,三,脂B,平,上平六脂,上平四支,thrii,trhij,
1363,郪,chi,妻,152,取私,清,開,三,脂A,平,上平六脂,上平四支,chii,tshij,
1364,趑,chi,次,152,取私,清,開,三,脂A,平,上平六脂,上平四支,chii,tshij,
1365,𨌅,chi,左,152,取私,清,開,三,脂A,平,上平六脂,上平四支,chii,tshij,
1366,趀,chi,𠂔,152,取私,清,開,三,脂A,平,上平六脂,上平四支,chii,tshij,
1367,𧾒,chi,次,152,取私,清,開,三,脂A,平,上平六脂,上平四支,chii,tshij,
1368,𧠵,chi,朿,152,取私,清,開,三,脂A,平,上平六脂,上平四支,chii,tshij,
1369,𡰾,chi,𠂔,152,取私,清,開,三,脂A,平,上平六脂,上平四支,chii,tshij,
1370,𡳠,chi,次,152,取私,清,開,三,脂A,平,上平六脂,上平四支,chii,tshij,
1371,蠀,chi,次,152,取私,清,開,三,脂A,平,上平六脂,上平四支,chii,tshij,
1372,茨,dzi,次,153,疾資,從,開,三,脂A,平,上平六脂,上平四支,zii,dzij,
1373,薋,dzi,次,153,疾資,從,開,三,脂A,平,上平六脂,上平四支,zii,dzij,
1374,薺,dzi,齊,153,疾資,從,開,三,脂A,平,上平六脂,上平四支,zii,dzij,
1375,餈,dzi,次,153,疾資,從,開,三,脂A,平,上平六脂,上平四支,zii,dzij,
1376,𩜴,dzi,次,153,疾資,從,開,三,脂A,平,上平六脂,上平四支,zii,dzij,
1377,垐,dzi,次,153,疾資,從,開,三,脂A,平,上平六脂,上平四支,zii,dzij,
1378,䆅,dzi,次,153,疾資,從,開,三,脂A,平,上平六脂,上平四支,zii,dzij,
1379,𧓉,dzi,齊,153,疾資,從,開,三,脂A,平,上平六脂,上平四支,zii,dzij,
1380,瓷,dzi,次,153,疾資,從,開,三,脂A,平,上平六脂,上平四支,zii,dzij,
1381,澬,dzi,次,153,疾資,從,開,三,脂A,平,上平六脂,上平四支,zii,dzij,
1382,𥿆,dzi,司,153,疾資,從,開,三,脂A,平,上平六脂,上平四支,zii,dzij,
1383,𨌅,dzi,左,153,疾資,從,開,三,脂A,平,上平六脂,上平四支,zii,dzij,
1384,𩆂,dzi,次,153,疾資,從,開,三,脂A,平,上平六脂,上平四支,zii,dzij,
1385,尼,nri,尼,154,女夷,娘,開,三,脂B,平,上平六脂,上平四支,nrii,nrij,
1386,柅,nri,尼,154,女夷,娘,開,三,脂B,平,上平六脂,上平四支,nrii,nrij,
1387,怩,nri,尼,154,女夷,娘,開,三,脂B,平,上平六脂,上平四支,nrii,nrij,
1388,蚭,nri,尼,154,女夷,娘,開,三,脂B,平,上平六脂,上平四支,nrii,nrij,
1389,跜,nri,尼,154,女夷,娘,開,三,脂B,平,上平六脂,上平四支,nrii,nrij,
1390,呢,nri,尼,154,女夷,娘,開,三,脂B,平,上平六脂,上平四支,nrii,nrij,
1391,𩚯,nri,尼,154,女夷,娘,開,三,脂B,平,上平六脂,上平四支,nrii,nrij,
1392,䝚,nri,尼,154,女夷,娘,開,三,脂B,平,上平六脂,上平四支,nrii,nrij,
1393,墀,dri,犀,155,直尼,澄,開,三,脂B,平,上平六脂,上平四支,drii,drij,
1394,𡎰,dri,屖,155,直尼,澄,開,三,脂B,平,上平六脂,上平四支,drii,drij,
1395,坻,dri,氐,155,直尼,澄,開,三,脂B,平,上平六脂,上平四支,drii,drij,
1396,泜,dri,氐,155,直尼,澄,開,三,脂B,平,上平六脂,上平四支,drii,drij,
1397,遲,dri,犀,155,直尼,澄,開,三,脂B,平,上平六脂,上平四支,drii,drij,
1398,遟,dri,屖,155,直尼,澄,開,三,脂B,平,上平六脂,上平四支,drii,drij,
1399,蚳,dri,氐,155,直尼,澄,開,三,脂B,平,上平六脂,上平四支,drii,drij,
1400,岻,dri,氐,155,直尼,澄,開,三,脂B,平,上平六脂,上平四支,drii,drij,
1401,彽,dri,氐,155,直尼,澄,開,三,脂B,平,上平六脂,上平四支,drii,drij,
1402,阺,dri,氐,155,直尼,澄,開,三,脂B,平,上平六脂,上平四支,drii,drij,
1403,荎,dri,至,155,直尼,澄,開,三,脂B,平,上平六脂,上平四支,drii,drij,
1404,菭,dri,台,155,直尼,澄,開,三,脂B,平,上平六脂,上平四支,drii,drij,
1405,謘,dri,屖,155,直尼,澄,開,三,脂B,平,上平六脂,上平四支,drii,drij,
1406,莉,dri,利,155,直尼,澄,開,三,脂B,平,上平六脂,上平四支,drii,drij,
1407,貾,dri,氐,155,直尼,澄,開,三,脂B,平,上平六脂,上平四支,drii,drij,
1408,私,si,厶,156,息夷,心,開,三,脂A,平,上平六脂,上平四支,sii,sij,
1409,鋖,si,妥,156,息夷,心,開,三,脂A,平,上平六脂,上平四支,sii,sij,
1410,厶,si,厶,156,息夷,心,開,三,脂A,平,上平六脂,上平四支,sii,sij,
